estado;C.city;C.estado;C.idCity;idEstado
OK;Tulsa;OK;5336;36
OK;Muskogee;OK;3508;36
OK;Fairfax;OK;1613;36
OK;Tulsa;OK;5338;36
OK;Tulsa;OK;5337;36
OK;Fairland;OK;1621;36
OK;Tulsa;OK;5350;36
OK;Tulsa;OK;5349;36
OK;Pryor;OK;4264;36
OK;Tulsa;OK;5352;36
OK;Mannford;OK;3165;36
OK;Tulsa;OK;5351;36
OK;Tulsa;OK;5348;36
OK;Tulsa;OK;5344;36
OK;Tulsa;OK;5343;36
OK;Chickasha;OK;953;36
OK;Tulsa;OK;5347;36
OK;Tulsa;OK;5346;36
OK;Tulsa;OK;5345;36
OK;Sand Springs;OK;4700;36
OK;Kellyville;OK;2553;36
OK;Noble County;OK;3637;36
OK;Sand Springs;OK;4699;36
OK;Oklahoma City;OK;3756;36
OK;Logan County;OK;2924;36
OK;Boswell;OK;603;36
OK;Oklahoma City;OK;3753;36
OK;Broken Bow;OK;651;36
OK;Oklahoma City;OK;3752;36
OK;Guthrie;OK;2030;36
OK;Oklahoma City;OK;3755;36
OK;Oklahoma City;OK;3754;36
OK;Guthrie;OK;2029;36
OK;Oklahoma City;OK;3761;36
OK;Oklahoma City;OK;3760;36
OK;Del City;OK;1299;36
OK;Blackwell;OK;553;36
OK;Coal County;OK;1058;36
OK;Oklahoma City;OK;3763;36
OK;Oklahoma City;OK;3762;36
OK;Wilburton;OK;5658;36
OK;Oklahoma City;OK;3758;36
OK;Oklahoma City;OK;3757;36
OK;Oklahoma City;OK;3759;36
OK;Colbert;OK;1076;36
OK;The Village;OK;5235;36
OK;Hominy;OK;2207;36
OK;Tahlequah;OK;5165;36
OK;Tahlequah;OK;5164;36
OK;Tahlequah;OK;5163;36
OK;Tahlequah;OK;5166;36
OK;Bunch;OK;703;36
OK;Healdton;OK;2104;36
OK;Talihina;OK;5168;36
OK;Wewoka;OK;5630;36
OK;Wetumka;OK;5629;36
OK;Millerton;OK;3352;36
OK;Oaks;OK;3723;36
OK;Tahlequah;OK;5162;36
OK;Schulter;OK;4753;36
OK;Henryetta;OK;2134;36
OK;Okemah;OK;3749;36
OK;Okarche;OK;3748;36
OK;Jay;OK;2457;36
OK;Cushing;OK;1227;36
OK;Oklahoma City;OK;3751;36
OK;Oklahoma City;OK;3750;36
OK;Norman;OK;3652;36
OK;Burns Flat;OK;717;36
OK;Cookson;OK;1168;36
OK;Ardmore;OK;184;36
OK;Kansas;OK;2507;36
OK;Washita County;OK;5514;36
OK;Norwood;OK;3696;36
OK;Sapulpa;OK;4739;36
OK;McAlester;OK;3205;36
OK;Edmond;OK;1478;36
OK;Oklahoma City;OK;3770;36
OK;Oklahoma City;OK;3769;36
OK;Pittsburg;OK;4143;36
OK;Oklahoma City;OK;3768;36
OK;Allen;OK;99;36
OK;Sallisaw;OK;4537;36
OK;McLoud;OK;3213;36
OK;Oklahoma City;OK;3774;36
OK;Oklahoma City;OK;3773;36
OK;Pink;OK;4140;36
OK;Edmond;OK;1479;36
OK;Sallisaw;OK;4539;36
OK;Oklahoma City;OK;3771;36
OK;Oklahoma City;OK;3772;36
OK;Oklahoma City;OK;3779;36
OK;Oklahoma City;OK;3775;36
OK;Claremore;OK;1004;36
OK;Oklahoma City;OK;3776;36
OK;McAlester;OK;3206;36
OK;Oklahoma City;OK;3764;36
OK;Sallisaw;OK;4538;36
OK;Oklahoma City;OK;3777;36
OK;Okmulgee;OK;3782;36
OK;Oklahoma City;OK;3765;36
OK;Tishomingo;OK;5255;36
OK;Grant;OK;1956;36
OK;Oklahoma City;OK;3780;36
OK;Oklahoma City;OK;3778;36
OK;Oklahoma City;OK;3766;36
OK;Okmulgee;OK;3781;36
OK;Oklahoma City;OK;3767;36
OR;Burns;OR;716;37
OR;Cottage Grove;OR;1186;37
OR;Clackamas County;OR;998;37
OR;Bandon;OR;401;37
OR;Salem;OR;4527;37
OR;Florence;OR;1683;37
OR;Central Point;OR;835;37
OR;Seaside;OR;4767;37
OR;Seaside;OR;4766;37
OR;Cave Junction;OR;818;37
OR;Clackamas County;OR;999;37
OR;Coos Bay;OR;1171;37
OR;Salem;OR;4526;37
OR;Salem;OR;4525;37
OR;Salem;OR;4524;37
OR;Washington County;OR;5510;37
OR;Silverton;OR;4852;37
OR;The Dalles;OR;5234;37
OR;Springfield;OR;4967;37
OR;Wilderville;OR;5659;37
OR;Colton;OR;1103;37
OR;Boring;OR;590;37
OR;Beaverton;OR;464;37
OR;Springfield;OR;4974;37
OR;Eugene;OR;1574;37
OR;Springfield;OR;4969;37
OR;Eugene;OR;1575;37
OR;Eugene;OR;1576;37
OR;Eugene;OR;1572;37
OR;Eugene;OR;1573;37
OR;Eugene;OR;1577;37
OR;West Linn;OR;5590;37
OR;Sherwood;OR;4827;37
OR;Bend;OR;494;37
OR;Aloha;OR;105;37
OR;Clackamas County;OR;997;37
OR;Tualatin;OR;5298;37
OR;Amity;OR;126;37
OR;Aloha;OR;106;37
OR;Dallas;OR;1247;37
OR;Beaverton;OR;466;37
OR;Beaverton;OR;465;37
OR;Bend;OR;492;37
OR;Bend;OR;493;37
OR;Wolf Creek;OR;5702;37
OR;Welches;OR;5563;37
OR;Medford;OR;3226;37
OR;Medford;OR;3225;37
OR;Medford;OR;3224;37
OR;Klamath Falls;OR;2609;37
OR;Portland;OR;4220;37
OR;Portland;OR;4221;37
OR;King City;OR;2582;37
OR;Medford;OR;3223;37
OR;Josephine County;OR;2491;37
OR;Portland;OR;4224;37
OR;McMinnville;OR;3214;37
OR;Portland;OR;4223;37
OR;Portland;OR;4222;37
OR;Keizer;OR;2552;37
OR;Hillsboro;OR;2160;37
OR;Portland;OR;4212;37
OR;Klamath Falls;OR;2608;37
OR;Portland;OR;4211;37
OR;Gresham;OR;2012;37
OR;Portland;OR;4214;37
OR;Hillsboro;OR;2161;37
OR;Portland;OR;4213;37
OR;Lincoln CIty;OR;2885;37
OR;Gresham;OR;2013;37
OR;Klamath Falls;OR;2607;37
OR;Portland;OR;4219;37
OR;Portland;OR;4218;37
OR;Hillsboro;OR;2162;37
OR;Portland;OR;4217;37
OR;Hillsboro;OR;2159;37
OR;Portland;OR;4225;37
OR;Milwaukie;OR;3375;37
OR;Portland;OR;4229;37
OR;Grants Pass;OR;1958;37
OR;Oregon City;OR;3838;37
OR;Portland;OR;4228;37
OR;Ontario;OR;3819;37
OR;Oakridge;OR;3722;37
OR;Polk County;OR;4174;37
OR;Portland;OR;4227;37
OR;Portland;OR;4226;37
PA;Philadelphia;PA;4019;38
PA;Philadelphia;PA;4018;38
PA;Philadelphia;PA;4017;38
PA;Philadelphia;PA;4016;38
PA;Philadelphia;PA;4015;38
PA;Mount Washington;PA;3484;38
PA;Union City;PA;5377;38
PA;Union Township;PA;5384;38
PA;Greensburg;PA;1990;38
PA;Philadelphia;PA;4020;38
PA;Philadelphia;PA;4021;38
PA;Philadelphia;PA;4022;38
PA;Erie;PA;1560;38
PA;Philadelphia;PA;4013;38
PA;Ross Township;PA;4469;38
PA;Knoxville;PA;2613;38
PA;Manchester Township;PA;3151;38
PA;Philadelphia;PA;4011;38
PA;Pottstown;PA;4239;38
PA;Fairchance;PA;1610;38
PA;Myerstown;PA;3512;38
PA;Philadelphia;PA;4014;38
PA;Philadelphia;PA;4012;38
PA;Pottstown;PA;4238;38
PA;Campbelltown;PA;757;38
PA;Straban Township;PA;5094;38
PA;Canaan Township;PA;761;38
PA;Stewartstown;PA;5068;38
PA;Canton Township;PA;766;38
PA;Old Forge;PA;3787;38
PA;East Stroudsburg;PA;1456;38
PA;Plymouth Township;PA;4166;38
PA;Stroudsburg;PA;5098;38
PA;Stroudsburg;PA;5099;38
PA;Huntingdon County;PA;2308;38
PA;Chester;PA;903;38
PA;Chester;PA;902;38
PA;South Whitehall Township;PA;4907;38
PA;Somerset;PA;4882;38
PA;South Greensburg;PA;4895;38
PA;Hummelstown;PA;2304;38
PA;State College;PA;5062;38
PA;Chambersburg;PA;843;38
PA;Chester;PA;901;38
PA;Smithfield Township;PA;4864;38
PA;King of Prussia;PA;2584;38
PA;Nelson Township;PA;3547;38
PA;New Kensington;PA;3563;38
PA;Bloomsburg;PA;560;38
PA;Three Springs;PA;5248;38
PA;Sharon;PA;4805;38
PA;Shaler Township;PA;4803;38
PA;Germantown;PA;1883;38
PA;Perryopolis;PA;3997;38
PA;Dover Township;PA;1411;38
PA;Penn Township;PA;3984;38
PA;Pittsburgh;PA;4150;38
PA;Penn Hills;PA;3983;38
PA;Johnstown;PA;2479;38
PA;Jim Thorpe;PA;2471;38
PA;Pittston;PA;4152;38
PA;Pittsburgh;PA;4147;38
PA;Pittsburgh;PA;4146;38
PA;Pittsburgh;PA;4148;38
PA;Bristol Township;PA;647;38
PA;Pittsburgh;PA;4149;38
PA;Allentown;PA;101;38
PA;Allentown;PA;102;38
PA;Allentown;PA;103;38
PA;Lewistown;PA;2868;38
PA;Philadelphia;PA;4028;38
PA;Franklin Township;PA;1784;38
PA;Lower Burrell;PA;3092;38
PA;Lower Macungie Township;PA;3093;38
PA;Washington;PA;5509;38
PA;Philadelphia;PA;4025;38
PA;Aspers;PA;227;38
PA;Philadelphia;PA;4026;38
PA;Philadelphia;PA;4027;38
PA;West Chester;PA;5574;38
PA;Lower Mount Bethel;PA;3094;38
PA;Philadelphia;PA;4029;38
PA;Mead Township;PA;3217;38
PA;Wilkinsburg;PA;5662;38
PA;Harrisburg;PA;2070;38
PA;Forks Township;PA;1702;38
PA;Wilkinsburg;PA;5664;38
PA;Fort Littleton;PA;1720;38
PA;Wilkinsburg;PA;5663;38
PA;Harrisburg;PA;2071;38
PA;Hanover Township;PA;2059;38
PA;Hazleton;PA;2103;38
PA;Philadephia;PA;4030;38
PA;Reading;PA;4336;38
PA;Reading;PA;4337;38
PA;Harrisburg;PA;2072;38
PA;Harrisburg;PA;2073;38
PA;Lancaster;PA;2723;38
PA;York County;PA;5734;38
PA;Abington Township;PA;9;38
PA;Lancaster;PA;2715;38
PA;Philadelphia;PA;4024;38
PA;York;PA;5732;38
PA;Volant;PA;5459;38
PA;Avella;PA;332;38
PA;Lancaster City;PA;2726;38
PA;Philadelphia;PA;4023;38
PA;Lancaster;PA;2719;38
PA;Prompton;PA;4261;38
PA;York;PA;5731;38
PA;Manchester Township;PA;3152;38
PA;Forksville;PA;1703;38
PA;Upper Darby;PA;5388;38
PA;Lancaster;PA;2713;38
RI;Tiverton;RI;5257;39
RI;Pawtucket;RI;3963;39
RI;Pawtucket;RI;3964;39
RI;Providence;RI;4262;39
SC;Johns Island;SC;2473;40
SC;Spartanburg;SC;4931;40
SC;Spartanburg;SC;4930;40
SC;Horry County;SC;2230;40
SC;Swansea;SC;5134;40
SC;Horry County;SC;2231;40
SC;Hardeeville;SC;2061;40
SC;Hardeeville;SC;2062;40
SC;North Charleston;SC;3659;40
SC;Pendleton;SC;3982;40
SC;Fountain Inn;SC;1767;40
SC;Easley;SC;1440;40
SC;North Charleston;SC;3660;40
SC;North Charleston;SC;3658;40
SC;Spartanburg;SC;4929;40
SC;Pelzer;SC;3977;40
SC;Simpsonville;SC;4854;40
SC;Johnsonville;SC;2478;40
SC;Fountain Inn;SC;1766;40
SC;Surfside Beach;SC;5129;40
SC;Aiken;SC;29;40
SC;Aiken;SC;28;40
SC;Aiken;SC;27;40
SC;Inman;SC;2380;40
SC;Orangeburg;SC;3835;40
SC;Chester;SC;900;40
SC;Chester;SC;899;40
SC;Charleston;SC;859;40
SC;Cayce;SC;819;40
SC;York;SC;5730;40
SC;Aiken;SC;26;40
SC;Huger;SC;2301;40
SC;Horry County;SC;2229;40
SC;Summerville;SC;5114;40
SC;Chesterfield County;SC;905;40
SC;James Island;SC;2452;40
SC;Sun City;SC;5116;40
SC;Edmund;SC;1481;40
SC;Sumter;SC;5115;40
SC;Columbia;SC;1104;40
SC;Campobello;SC;759;40
SC;Irmo;SC;2386;40
SC;Irmo;SC;2385;40
SC;Pelion;SC;3975;40
SC;Iva;SC;2400;40
SC;Camp Croft;SC;754;40
SC;North Charleston;SC;3657;40
SC;Piedmont;SC;4118;40
SC;Latta;SC;2810;40
SC;Andrews;SC;153;40
SC;Walterboro;SC;5481;40
SC;Myrtle Beach;SC;3518;40
SC;Myrtle Beach;SC;3519;40
SC;Seneca;SC;4796;40
SC;Anderson;SC;150;40
SC;Lexington;SC;2869;40
SC;Lexington County;SC;2872;40
SC;Lexington County;SC;2873;40
SC;Enoree;SC;1558;40
SC;Greenville;SC;2001;40
SC;Greenville;SC;2003;40
SC;Greenville County;SC;2007;40
SC;Belton;SC;489;40
SC;Greenville;SC;1994;40
SC;Greenville;SC;1992;40
SC;Lancaster;SC;2722;40
SC;Greenville;SC;1995;40
SC;Union County;SC;5380;40
SC;Union County;SC;5379;40
SC;Lake View;SC;2679;40
SC;Lake City;SC;2659;40
SC;Moncks Corner;SC;3416;40
SC;Myrtle Beach;SC;3516;40
SC;Myrtle Beach;SC;3517;40
SC;Myrtle Beach;SC;3515;40
SC;Ladson;SC;2645;40
SC;Landrum;SC;2730;40
SC;Myrtle Beach;SC;3514;40
SC;Darlington County;SC;1262;40
SC;Piedmont;SC;4120;40
SC;Greenwood;SC;2010;40
SC;Darlington County;SC;1263;40
SC;Florence;SC;1686;40
SC;Taylors;SC;5201;40
SC;Taylors;SC;5200;40
SC;Dalzell;SC;1254;40
SC;Hartsville;SC;2080;40
SC;Blacksburg;SC;552;40
SC;Boiling Springs;SC;572;40
SC;Goose Creek;SC;1931;40
SC;Little Mountain;SC;2897;40
SC;Greenville County;SC;2008;40
SC;Florence;SC;1680;40
SD;Parmelee;SD;3940;41
SD;Sioux Falls;SD;4858;41
SD;Sioux Falls;SD;4857;41
SD;Box Elder;SD;613;41
SD;New Underwood;SD;3579;41
SD;Kyle;SD;2625;41
SD;Rapid City;SD;4326;41
SD;White Lake;SD;5635;41
SD;Rapid City;SD;4331;41
SD;Rapid City;SD;4330;41
SD;Rapid City;SD;4329;41
SD;Rapid City;SD;4328;41
SD;Rapid City;SD;4327;41
SD;Rapid Valley;SD;4332;41
SD;Mitchell;SD;3396;41
SD;Lead;SD;2829;41
SD;Rosebud;SD;4462;41
SD;Rosebud;SD;4461;41
TN;Hohenwald;TN;2184;42
TN;Counce;TN;1193;42
TN;Somerville;TN;4884;42
TN;Clarksville;TN;1018;42
TN;Soddy-Daisy;TN;4879;42
TN;Soddy Daisy;TN;4877;42
TN;Soddy-Daisy;TN;4878;42
TN;Hixson;TN;2175;42
TN;Collierville;TN;1080;42
TN;Clinton;TN;1047;42
TN;Hendersonville;TN;2128;42
TN;Cocke County;TN;1065;42
TN;Hamilton County;TN;2046;42
TN;Sevierville;TN;4797;42
TN;Smith County;TN;4863;42
TN;Columbia;TN;1108;42
TN;Cumberland County;TN;1223;42
TN;Hohenwald;TN;2183;42
TN;Cosby;TN;1185;42
TN;Shelbyville;TN;4819;42
TN;Smyrna;TN;4866;42
TN;Clinton;TN;1041;42
TN;Bartlett;TN;420;42
TN;Monteagle;TN;3430;42
TN;Walter Hill;TN;5480;42
TN;Morristown;TN;3471;42
TN;Morristown;TN;3470;42
TN;Lakeland;TN;2682;42
TN;West Knox;TN;5589;42
TN;Lenoir City;TN;2860;42
TN;Lenoir City;TN;2861;42
TN;Arlington;TN;201;42
TN;Antioch;TN;162;42
TN;Lawrenceburg;TN;2820;42
TN;Morristown;TN;3472;42
TN;Knoxville;TN;2619;42
TN;Knoxville;TN;2620;42
TN;Tullahoma;TN;5335;42
TN;Knoxville;TN;2617;42
TN;Knoxville;TN;2618;42
TN;Bethel Springs;TN;508;42
TN;Mt. Pleasant;TN;3494;42
TN;Moscow;TN;3475;42
TN;Morristown;TN;3473;42
TN;LaFollette;TN;2635;42
TN;LaFollette;TN;2636;42
TN;Mufreesboro;TN;3496;42
TN;Lewisburg;TN;2866;42
TN;Memphis;TN;3233;42
TN;Memphis;TN;3232;42
TN;McMinnville;TN;3215;42
TN;Memphis;TN;3237;42
TN;Memphis;TN;3236;42
TN;Memphis;TN;3234;42
TN;Alamo;TN;40;42
TN;Alamo;TN;39;42
TN;Maryville;TN;3195;42
TN;McLemoresville;TN;3212;42
TN;Winchester;TN;5683;42
TN;Maury County;TN;3202;42
TN;Memphis;TN;3238;42
TN;Whitehaven;TN;5639;42
TN;Whitehaven;TN;5640;42
TN;Memphis;TN;3245;42
TN;Livingston;TN;2911;42
TN;Memphis;TN;3247;42
TN;Memphis;TN;3246;42
TN;Memphis;TN;3241;42
TN;Memphis;TN;3240;42
TN;Memphis;TN;3239;42
TN;Memphis;TN;3244;42
TN;Memphis;TN;3243;42
TN;Memphis;TN;3242;42
TN;Chattanooga;TN;886;42
TN;Chattanooga;TN;885;42
TN;Charleston;TN;857;42
TN;Chattanooga;TN;889;42
TN;Chattanooga;TN;888;42
TN;Chattanooga;TN;887;42
TN;Ooltewah;TN;3820;42
TN;Oneida;TN;3811;42
TN;Jackson;TN;2403;42
TN;300 block of State Line Road;TN;0;42
TN;Carthage;TN;800;42
TN;Humboldt;TN;2303;42
TN;Chattanooga;TN;890;42
TN;South Knoxville;TN;4897;42
TN;Clarkrange;TN;1009;42
TN;Claiborne County;TN;1000;42
TN;Clarksville;TN;1017;42
TN;Clarksville;TN;1016;42
TN;Clarksville;TN;1013;42
TN;Church Hill;TN;977;42
TN;Cheatham County;TN;893;42
TN;Chattanooga;TN;891;42
TN;Sparta;TN;4928;42
TN;Spring Hill;TN;4956;42
TN;Church Hill;TN;978;42
TN;Bulls Gap;TN;702;42
TN;Nashville;TN;3541;42
TN;Nashville;TN;3540;42
TN;Nashville;TN;3539;42
TN;Newport;TN;3619;42
TN;Kingsport;TN;2597;42
TN;Nashville;TN;3542;42
TN;Knoxville;TN;2614;42
TN;Knoxville;TN;2615;42
TN;Knoxville;TN;2616;42
TN;Nashville;TN;3538;42
TN;Nashville;TN;3537;42
TN;Nashville;TN;3536;42
TN;Blountville;TN;561;42
TN;Jonesborough;TN;2486;42
TN;Jonesborough;TN;2487;42
TN;Oak Ridge;TN;3706;42
TN;Johnson City;TN;2474;42
TN;Johnson City;TN;2475;42
TN;Johnson City;TN;2476;42
TN;Bradley County;TN;624;42
TN;Bon Aqua;TN;583;42
TN;Bluff City;TN;566;42
TN;Oak Ridge;TN;3705;42
TN;Bristol;TN;646;42
TN;Bristol;TN;644;42
TN;Etowah;TN;1568;42
TN;Franklin;TN;1778;42
TN;Estill Springs;TN;1566;42
TN;Dickson;TN;1392;42
TN;Greeneville;TN;1985;42
TN;Rockwood;TN;4450;42
TN;DeKalb County;TN;1277;42
TN;Franklin County;TN;1783;42
TN;Elizabethton;TN;1515;42
TN;Pigeon Forge;TN;4121;42
TN;Greenville;TN;1999;42
TN;Greeneville;TN;1984;42
TN;Reagan;TN;4338;42
TN;Sale Creek;TN;4522;42
TN;Gray;TN;1963;42
TN;Elizabethton;TN;1514;42
TN;Elizabethon;TN;1513;42
TN;East Ridge;TN;1454;42
TN;Gibson County;TN;1887;42
TN;Germantown;TN;1884;42
TN;Greenback;TN;1981;42
TN;Dyersburg;TN;1432;42
TN;Gallatin;TN;1843;42
TN;Fairview;TN;1624;42
TN;Raleigh;TN;4308;42
TN;Decatur County;TN;1294;42
TN;Fairview;TN;1626;42
TX;Houston;TX;2283;43
TX;El Paso;TX;1498;43
TX;El Paso;TX;1497;43
TX;Odessa;TX;3731;43
TX;Odessa;TX;3732;43
TX;El Paso;TX;1496;43
TX;League City;TX;2833;43
TX;El Paso;TX;1499;43
TX;Weslaco;TX;5570;43
TX;Galveston;TX;1845;43
TX;Garland;TX;1855;43
TX;Houston;TX;2281;43
TX;League City;TX;2832;43
TX;Grand Prairie;TX;1950;43
TX;Houston;TX;2282;43
TX;League City;TX;2831;43
TX;El Paso;TX;1495;43
TX;Houston;TX;2287;43
TX;Houston;TX;2285;43
TX;Houston;TX;2286;43
TX;El Paso;TX;1494;43
TX;Odessa;TX;3738;43
TX;Houston;TX;2288;43
TX;Odessa;TX;3736;43
TX;Grand Prarie;TX;1951;43
TX;Odessa;TX;3735;43
TX;Odessa;TX;3733;43
TX;Odessa;TX;3734;43
TX;Houston;TX;2284;43
TX;Sweetwater;TX;5135;43
TX;Amarillo;TX;123;43
TX;Amarillo;TX;122;43
TX;Midland;TX;3336;43
TX;Webster;TX;5554;43
TX;Oak Cliff;TX;3699;43
TX;El Paso;TX;1503;43
TX;North Laredo;TX;3668;43
TX;Brookshire;TX;667;43
TX;Jourdanton;TX;2494;43
TX;Oak Cliff;TX;3700;43
TX;Midland;TX;3339;43
TX;El Paso;TX;1504;43
TX;Weatherford;TX;5553;43
TX;Houston;TX;2277;43
TX;Houston;TX;2275;43
TX;Houston;TX;2276;43
TX;El Paso;TX;1506;43
TX;El Paso;TX;1505;43
TX;Katy;TX;2544;43
TX;El Paso;TX;1507;43
TX;Houston;TX;2279;43
TX;El Paso;TX;1500;43
TX;Tahoka;TX;5167;43
TX;Houston;TX;2278;43
TX;Midland;TX;3337;43
TX;Garland;TX;1856;43
TX;Ponder;TX;4185;43
TX;Houston;TX;2280;43
TX;El Paso;TX;1501;43
TX;Brownsville;TX;679;43
TX;Brownsville;TX;680;43
TX;Brownsville;TX;677;43
TX;Brownsville;TX;678;43
TX;Midland;TX;3338;43
TX;El Paso;TX;1502;43
TX;Brownsville;TX;681;43
TX;Saginaw;TX;4519;43
TX;San Antonio;TX;4565;43
TX;Humble;TX;2302;43
TX;West Odessa;TX;5597;43
TX;San Antonio;TX;4564;43
TX;San Antonio;TX;4567;43
TX;Houston;TX;2295;43
TX;Austin;TX;324;43
TX;Houston;TX;2296;43
TX;Amarillo;TX;116;43
TX;San Antonio;TX;4561;43
TX;Huntsville;TX;2323;43
TX;Carrollton;TX;789;43
TX;Amarillo;TX;118;43
TX;San Antonio;TX;4562;43
TX;San Antonio;TX;4563;43
TX;Carrollton;TX;790;43
TX;Amarillo;TX;117;43
TX;Houston;TX;2292;43
TX;Houston;TX;2291;43
TX;Cedar Hill;TX;822;43
TX;Cedar Lake;TX;823;43
TX;Channelview;TX;853;43
TX;Chapeno;TX;854;43
TX;Houston;TX;2290;43
TX;San Antonio;TX;4569;43
TX;San Antonio;TX;4568;43
TX;Amarillo;TX;114;43
TX;Alvin;TX;113;43
TX;West Odessa;TX;5598;43
TX;Amarillo;TX;115;43
TX;Houston;TX;2293;43
TX;Fulshear;TX;1831;43
TX;League City;TX;2835;43
TX;Houston;TX;2294;43
TX;Fritch;TX;1822;43
TX;Irving;TX;2393;43
TX;Onalaska;TX;3810;43
TX;Amarillo;TX;120;43
TX;Irving;TX;2392;43
TX;Irving;TX;2391;43
TX;San Antonio;TX;4571;43
TX;Stratford;TX;5096;43
TX;San Antonio;TX;4572;43
TX;Mesquite;TX;3283;43
TX;Burnet;TX;715;43
TX;Houston;TX;2289;43
TX;Sunset;TX;5127;43
TX;Fuqua;TX;1834;43
TX;League City;TX;2834;43
TX;Leon County;TX;2863;43
TX;Amarillo;TX;121;43
TX;Canutillo;TX;768;43
TX;San Angelo;TX;4559;43
TX;San Angelo;TX;4557;43
TX;San Angelo;TX;4558;43
TX;Carrollton;TX;786;43
TX;Hurst;TX;2330;43
TX;San Antonio;TX;4560;43
TX;Hutchins;TX;2331;43
TX;Amarillo;TX;119;43
TX;Irving;TX;2389;43
TX;Campbellton;TX;756;43
TX;Irving;TX;2390;43
TX;Camp Wood;TX;755;43
TX;El Paso;TX;1493;43
TX;San Angelo;TX;4556;43
TX;San Antonio;TX;4570;43
TX;Irving;TX;2388;43
TX;Austin;TX;306;43
TX;Lake Jackson;TX;2673;43
TX;Lantana;TX;2734;43
TX;Austin;TX;307;43
TX;Lake Jackson;TX;2670;43
TX;La Porte;TX;2632;43
TX;Lake Jackson;TX;2672;43
TX;Lake Jackson;TX;2671;43
TX;Garland;TX;1857;43
TX;Beaumont;TX;456;43
TX;Fairfield;TX;1616;43
TX;Garland;TX;1860;43
TX;Beaumont;TX;455;43
TX;Austin;TX;308;43
TX;Garland;TX;1861;43
TX;Fairfield;TX;1615;43
TX;Austin;TX;309;43
TX;Austin;TX;305;43
TX;Waco;TX;5464;43
TX;Beckville;TX;469;43
TX;Myra;TX;3513;43
TX;Waco;TX;5463;43
TX;Laredo;TX;2739;43
TX;Bellville;TX;485;43
TX;Bedford;TX;470;43
TX;Laredo;TX;2738;43
TX;Waco;TX;5462;43
TX;Beaumont;TX;459;43
TX;Austin;TX;304;43
TX;La Marque;TX;2628;43
TX;Beaumont;TX;458;43
TX;Progreso;TX;4260;43
TX;Waco;TX;5461;43
TX;Austin;TX;303;43
TX;Beaumont;TX;461;43
TX;Baytown;TX;451;43
TX;Farmers Branch;TX;1630;43
TX;Bacliff;TX;349;43
TX;Azle;TX;341;43
TX;Azle;TX;342;43
TX;Balch Springs;TX;379;43
TX;Austin;TX;319;43
TX;Lancaster;TX;2718;43
TX;Austin;TX;321;43
TX;Farmers Branch;TX;1631;43
TX;Austin;TX;327;43
TX;Austin;TX;328;43
TX;Austin;TX;325;43
TX;Austin;TX;326;43
TX;Austin;TX;330;43
TX;Austin;TX;331;43
TX;Austin;TX;323;43
TX;Austin;TX;329;43
TX;Austin;TX;318;43
TX;Bay City;TX;445;43
TX;Austin;TX;311;43
TX;Austin;TX;313;43
TX;Austin;TX;312;43
TX;Baytown;TX;449;43
TX;Baytown;TX;450;43
TX;Austin;TX;310;43
TX;Baytown;TX;448;43
TX;Victoria;TX;5433;43
TX;Rio Bravo;TX;4409;43
TX;Vernon;TX;5429;43
TX;Garland;TX;1858;43
TX;Austin;TX;317;43
TX;Austin;TX;314;43
TX;Garland;TX;1859;43
TX;Austin;TX;316;43
TX;Austin;TX;315;43
TX;Laredo;TX;2740;43
TX;Arlington;TX;191;43
TX;Ellis County;TX;1537;43
TX;Arlington;TX;193;43
TX;Arlington;TX;192;43
TX;The Colony;TX;5233;43
TX;Boerne;TX;568;43
TX;Watagua;TX;5522;43
TX;Watauga;TX;5523;43
TX;Gonzales County;TX;1926;43
TX;Elmendorf;TX;1539;43
TX;Arlington;TX;198;43
TX;Arlington;TX;200;43
TX;Arlington;TX;199;43
TX;Arlington;TX;196;43
TX;Arlington;TX;195;43
TX;Arlington;TX;197;43
TX;Ellis County;TX;1538;43
TX;Boerne;TX;569;43
TX;Midland;TX;3340;43
TX;Weatherford;TX;5550;43
TX;Bracketville;TX;618;43
TX;Port Arthur;TX;4190;43
TX;Weatherford;TX;5552;43
TX;Katy;TX;2545;43
TX;Weatherford;TX;5551;43
TX;Nocona;TX;3638;43
TX;Midland;TX;3341;43
TX;Port Arthur;TX;4191;43
TX;Arlington;TX;189;43
TX;Boerne;TX;570;43
TX;Terrell;TX;5229;43
TX;Temple;TX;5219;43
TX;Temple;TX;5218;43
TX;Midlothian;TX;3342;43
TX;Temple;TX;5220;43
TX;Kerrville;TX;2573;43
TX;Rosenberg;TX;4465;43
TX;Knox County;TX;2612;43
TX;Bexar County;TX;514;43
TX;Bexar County;TX;515;43
TX;Round Rock;TX;4480;43
TX;Monahans;TX;3415;43
TX;Rosser;TX;4470;43
TX;Georgetown;TX;1879;43
TX;Bexar County;TX;513;43
TX;Euless;TX;1578;43
TX;Nacogdoches;TX;3520;43
TX;Laredo;TX;2741;43
TX;Euless;TX;1579;43
TX;Kountze;TX;2623;43
TX;Rockwall;TX;4449;43
TX;Nacogdoches;TX;3521;43
TX;Poteet;TX;4234;43
TX;Giddings;TX;1888;43
TX;Gladewater;TX;1899;43
TX;Arlington;TX;202;43
TX;Gilmer;TX;1895;43
TX;Tomball;TX;5265;43
TX;Kerrville;TX;2575;43
TX;Kerrville;TX;2574;43
TX;Killeen;TX;2580;43
TX;Killeen;TX;2579;43
TX;Kingsbury;TX;2594;43
