estado;C.city;C.estado;C.idCity;idEstado
FL;Homestead;FL;2201;9
FL;Micanopy;FL;3329;9
FL;Citra;FL;990;9
FL;Jacksonville;FL;2440;9
FL;Jacksonville;FL;2439;9
FL;Jacksonville;FL;2438;9
FL;Panama City;FL;3916;9
FL;Jacksonville;FL;2436;9
FL;Panama City;FL;3915;9
FL;Jacksonville;FL;2437;9
FL;Palmetto;FL;3913;9
FL;Palm Bay;FL;3899;9
FL;Orlando;FL;3851;9
FL;Miami Gardens;FL;3325;9
FL;Miami Gardens;FL;3326;9
FL;Miami Gardens;FL;3324;9
FL;Manatee;FL;3145;9
FL;Orlando;FL;3850;9
FL;Orlando;FL;3854;9
FL;Orlando;FL;3855;9
FL;Orlando;FL;3856;9
FL;Miami-Dade;FL;3328;9
FL;Orlando;FL;3852;9
FL;Orlando;FL;3853;9
FL;Miami Beach;FL;3322;9
FL;Orlando;FL;3847;9
FL;Yulee;FL;5743;9
FL;Lakeland;FL;2688;9
FL;Lakeland;FL;2689;9
FL;Lakeland;FL;2690;9
FL;Orlando;FL;3846;9
FL;Orlando;FL;3849;9
FL;Lakes Wales;FL;2693;9
FL;Yulee;FL;5742;9
FL;Miami Gardens;FL;3323;9
FL;Orlando;FL;3848;9
FL;Orlando;FL;3857;9
FL;Orlando;FL;3842;9
FL;Jacksonville;FL;2448;9
FL;Gainesville;FL;1838;9
FL;Orlando;FL;3844;9
FL;Jacksonville;FL;2449;9
FL;Orlando;FL;3843;9
FL;Spring Hill;FL;4957;9
FL;Palatka;FL;3894;9
FL;Palatka;FL;3895;9
FL;Spring Hill;FL;4958;9
FL;Gainesville;FL;1840;9
FL;Mandarin;FL;3154;9
FL;Orlando;FL;3860;9
FL;Ormond Beach;FL;3861;9
FL;Fruitland Park;FL;1825;9
FL;Orlando;FL;3858;9
FL;Orlando;FL;3859;9
FL;Frostproof;FL;1823;9
FL;Avon Park;FL;336;9
FL;Orlando;FL;3845;9
FL;Lantana;FL;2735;9
FL;Ft. Lauderdale;FL;1826;9
FL;Springfield;FL;4966;9
FL;Osteen;FL;3866;9
FL;Auburndale;FL;277;9
FL;Largo;FL;2744;9
FL;Plantation;FL;4159;9
FL;Grant-Valkaria;FL;1957;9
FL;Jacksonsville;FL;2415;9
FL;Old Town;FL;3792;9
FL;Orange Park;FL;3833;9
FL;Wellington;FL;5565;9
FL;Clearwater;FL;1028;9
FL;Plant City;FL;4158;9
FL;Plant City;FL;4157;9
FL;Auburndale;FL;276;9
FL;Hernando;FL;2139;9
FL;West Palm Beach;FL;5601;9
FL;Largo;FL;2743;9
FL;Loxahatchee;FL;3095;9
FL;Marion County;FL;3184;9
FL;Largo;FL;2742;9
FL;Springfield;FL;4978;9
FL;Amelia Island;FL;124;9
FL;Poinciana;FL;4171;9
FL;West Kendall;FL;5587;9
FL;Cocoa;FL;1066;9
FL;Orange Park;FL;3834;9
FL;Clearwater;FL;1029;9
FL;Sneads;FL;4870;9
FL;Milton;FL;3357;9
FL;Milton;FL;3358;9
FL;Orange City;FL;3829;9
FL;Midway;FL;3344;9
FL;Clermont;FL;1033;9
FL;Hallandale Beach;FL;2040;9
FL;Hallandale Beach;FL;2041;9
FL;Opa-Locka;FL;3821;9
FL;Miramar;FL;3384;9
FL;Miramar;FL;3385;9
FL;Hallandale Beach;FL;2039;9
FL;Olustee;FL;3795;9
FL;Weeki Wachi;FL;5558;9
FL;Apopka;FL;172;9
FL;Auburndale;FL;275;9
FL;Orange Park;FL;3832;9
FL;Clearwater;FL;1030;9
FL;Pinellas Park;FL;4133;9
FL;Clermont;FL;1032;9
FL;Mascotte;FL;3196;9
FL;Orange County;FL;3831;9
FL;Pinellas Park;FL;4134;9
FL;Orange County;FL;3830;9
FL;Viera;FL;5437;9
FL;Hollywood;FL;2191;9
FL;Hollywood;FL;2190;9
FL;Jacksonville;FL;2423;9
FL;Homestead;FL;2199;9
FL;Orlando;FL;3840;9
FL;Pensacola;FL;3986;9
FL;Port Richey;FL;4199;9
FL;Port Orange;FL;4197;9
FL;Cocoa Beach;FL;1070;9
FL;Cocoa;FL;1069;9
FL;Holly Hill;FL;2188;9
FL;Vero Beach;FL;5430;9
FL;Jacksonville;FL;2424;9
FL;Vero Beach;FL;5431;9
FL;Jacksonville;FL;2425;9
FL;Gifford;FL;1889;9
FL;Coleman;FL;1079;9
FL;Port St. Lucie;FL;4201;9
FL;Homestead;FL;2200;9
FL;Port St. Joe;FL;4200;9
FL;Port St. Lucie;FL;4203;9
FL;Middleburg;FL;3331;9
FL;Port St. Lucie;FL;4202;9
FL;Holiday;FL;2185;9
FL;Perdido Key;FL;3994;9
FL;Pompano Beach;FL;4183;9
FL;Pompano Beach;FL;4182;9
FL;Jacksonville;FL;2418;9
FL;Jacksonville;FL;2417;9
FL;Indiantown;FL;2369;9
FL;Hialeah;FL;2149;9
FL;Hialeah;FL;2148;9
FL;Hialeah;FL;2147;9
FL;Pompano Beach;FL;4181;9
FL;Cocoa;FL;1067;9
FL;Hilliard;FL;2158;9
FL;Port Orange;FL;4196;9
FL;Port Charlotte;FL;4194;9
FL;Hog Valley;FL;2181;9
FL;Pensacola;FL;3987;9
FL;Pensacola;FL;3988;9
FL;Cocoa;FL;1068;9
FL;Indian River County;FL;2349;9
FL;Jacksonville;FL;2420;9
FL;Jacksonville;FL;2419;9
FL;Port Charlotte;FL;4193;9
FL;Indialantic;FL;2348;9
FL;Jacksonville;FL;2421;9
FL;Miami Beach;FL;3321;9
FL;Tallahassee;FL;5174;9
FL;Crescent City;FL;1208;9
FL;Tallahassee;FL;5173;9
FL;Tallahassee;FL;5177;9
FL;Tallahassee;FL;5176;9
FL;Tallahassee;FL;5175;9
FL;Mexico Beach;FL;3289;9
FL;Jupiter;FL;2497;9
FL;Belle Glade;FL;479;9
FL;Navarre;FL;3544;9
FL;Dundee;FL;1419;9
FL;Miami;FL;3290;9
FL;Miami;FL;3291;9
FL;Tallahassee;FL;5178;9
FL;Tampa;FL;5181;9
FL;Tamarac;FL;5180;9
FL;Tamarac;FL;5179;9
FL;Tampa;FL;5184;9
FL;Tampa;FL;5183;9
FL;Tampa;FL;5182;9
FL;Riverview;FL;4428;9
FL;Beverly Hills;FL;512;9
FL;Brooksville;FL;670;9
FL;Brooksville;FL;672;9
FL;Riverview;FL;4427;9
FL;Brooksville;FL;668;9
FL;Brooksville;FL;669;9
FL;Miami;FL;3302;9
FL;Miami;FL;3303;9
FL;Miami;FL;3304;9
FL;Miami;FL;3300;9
FL;Miami;FL;3301;9
FL;Sarasota;FL;4741;9
FL;Coral Springs;FL;1173;9
FL;Floral City;FL;1677;9
FL;Floral City;FL;1678;9
FL;Starke;FL;5061;9
FL;Miami;FL;3305;9
FL;Miami;FL;3306;9
FL;Dover;FL;1408;9
FL;Miami;FL;3299;9
FL;Leesburg;FL;2845;9
FL;Miami;FL;3293;9
FL;Miami;FL;3294;9
FL;Bruce;FL;682;9
FL;Miami;FL;3292;9
FL;Lehigh Acres;FL;2847;9
FL;Miami;FL;3295;9
FL;Lealman;FL;2836;9
FL;Miami;FL;3297;9
FL;Miami;FL;3298;9
FL;Miami;FL;3296;9
FL;Lealman;FL;2837;9
FL;Tallahassee;FL;5172;9
FL;North Miami;FL;3677;9
FL;North Miami Beach;FL;3678;9
FL;Casselberry;FL;810;9
FL;Melbourne;FL;3230;9
FL;Titusville;FL;5256;9
FL;Melbourne;FL;3231;9
FL;Temple Terrace;FL;5223;9
FL;Eustis;FL;1582;9
FL;St. Petersburg;FL;5050;9
FL;Boynton Beach;FL;615;9
FL;St. Petersburg;FL;5048;9
FL;St. Petersburg;FL;5049;9
FL;Rockledge;FL;4445;9
FL;Dade City;FL;1229;9
FL;Nokomis;FL;3641;9
FL;Noma;FL;3642;9
FL;Thonotosassa;FL;5241;9
FL;The Villages;FL;5236;9
FL;Elkton;FL;1536;9
FL;Ruskin;FL;4497;9
FL;Englewood;FL;1552;9
FL;North Escambia;FL;3663;9
FL;Safety Harbor;FL;4517;9
FL;North Fort Myers;FL;3665;9
FL;Englewood;FL;1553;9
FL;Kendale Lakes;FL;2557;9
FL;Niceville;FL;3630;9
FL;Tampa;FL;5188;9
FL;Tampa;FL;5187;9
FL;Eustis;FL;1584;9
FL;Tampa;FL;5191;9
FL;Tampa;FL;5190;9
FL;Tampa;FL;5189;9
FL;North Port;FL;3681;9
FL;Tampa;FL;5185;9
FL;Lake Asbury;FL;2655;9
FL;Crystal Springs;FL;1217;9
FL;North Port;FL;3682;9
FL;Tampa;FL;5186;9
FL;North Port;FL;3683;9
FL;Tampa;FL;5192;9
FL;Bradenton;FL;620;9
FL;Bradenton;FL;621;9
FL;Bradenton;FL;622;9
FL;Eustis;FL;1583;9
FL;Boyton Beach;FL;616;9
FL;Bradenton;FL;619;9
FL;Bradenton;FL;623;9
FL;Dania Beach;FL;1256;9
FL;Tarpon Springs;FL;5197;9
FL;San Carlos Park;FL;4626;9
FL;St. Petersburg;FL;5051;9
FL;St. Petersburg;FL;5052;9
FL;Edgewater;FL;1472;9
FL;DeLand;FL;1282;9
FL;Mulberry;FL;3499;9
FL;Deltona;FL;1317;9
FL;Sebring;FL;4784;9
FL;Miami;FL;3320;9
FL;Sebring;FL;4783;9
FL;DeLand;FL;1281;9
FL;Deltona;FL;1316;9
FL;Delray Beach;FL;1310;9
FL;Oakland Park;FL;3721;9
FL;Ocala;FL;3724;9
FL;Deltona;FL;1312;9
FL;Deltona;FL;1315;9
FL;Deltona;FL;1314;9
FL;Deltona;FL;1313;9
FL;Fort Pierce;FL;1729;9
FL;Fort Pierce;FL;1730;9
FL;Fort Pierce;FL;1731;9
FL;Fort Pierce;FL;1728;9
FL;Lauderdale Lakes;FL;2812;9
FL;Fort Myers;FL;1726;9
FL;Fort Myers;FL;1727;9
FL;Fort Pierce;FL;1732;9
FL;St. Augustine;FL;4989;9
FL;Fort Walton Beach;FL;1739;9
FL;Fort Walton Beach;FL;1740;9
FL;Miami;FL;3312;9
FL;Fort Pierce;FL;1733;9
FL;Miami;FL;3310;9
FL;DeLand;FL;1280;9
FL;Quincy;FL;4296;9
FL;Cape Canaveral;FL;769;9
FL;Miami;FL;3319;9
FL;Lake Wales;FL;2681;9
FL;Ocala;FL;3726;9
FL;Cantonment;FL;767;9
FL;Lake Wales;FL;2680;9
FL;Cape Coral;FL;770;9
FL;Lakeland;FL;2685;9
FL;Lakeland;FL;2686;9
FL;Lakeland;FL;2687;9
FL;Lakeland;FL;2684;9
FL;Lakeland;FL;2683;9
FL;Putnam Hall;FL;4288;9
FL;Cape Coral;FL;771;9
FL;Miami;FL;3314;9
FL;Miami;FL;3315;9
FL;Miami;FL;3316;9
FL;Miami;FL;3313;9
FL;Ocala;FL;3725;9
FL;St. Augustine;FL;4988;9
FL;St. Augustine;FL;4987;9
FL;Seville;FL;4798;9
FL;Delray Beach;FL;1309;9
FL;Delray Beach;FL;1308;9
FL;Deland;FL;1302;9
FL;Miami;FL;3318;9
FL;Fountain;FL;1764;9
FL;Miami;FL;3317;9
FL;Lake Mary;FL;2676;9
FL;Fort Lauderdale;FL;1715;9
FL;Bushnell;FL;721;9
FL;Sunrise;FL;5125;9
FL;Davie;FL;1268;9
FL;Fort Lauderdale;FL;1717;9
FL;Florida City;FL;1688;9
FL;Fort Lauderdale;FL;1716;9
FL;St. Cloud;FL;4995;9
FL;Barberville;FL;405;9
FL;Lauderhill;FL;2813;9
FL;Bascom;FL;423;9
FL;Miami;FL;3309;9
FL;Daytona Beach;FL;1276;9
FL;Naples;FL;3533;9
FL;Lawtey;FL;2824;9
FL;Little Havana;FL;2896;9
FL;St. Cloud;FL;4994;9
FL;Miami;FL;3307;9
FL;Sunrise;FL;5126;9
FL;Fort Walton Beach;FL;1741;9
FL;Fort Lauderdale;FL;1718;9
FL;Miami;FL;3308;9
FL;Callahan;FL;747;9
FL;Carollwood;FL;782;9
FL;Fort Lauderdale;FL;1719;9
FL;Lady Lake;FL;2646;9
GA;Byron;GA;728;10
GA;Claxton;GA;1019;10
GA;Sylvester;GA;5144;10
GA;Talking Rock;GA;5169;10
GA;Talking Rock;GA;5170;10
GA;Chickamauga;GA;952;10
GA;LaGrange;GA;2638;10
GA;Locust Grove;GA;2917;10
GA;Brunswick;GA;684;10
GA;Molena;GA;3414;10
GA;LaGrange;GA;2637;10
GA;Monroe;GA;3424;10
GA;Monroe;GA;3421;10
GA;Monticello;GA;3446;10
GA;Cedartown;GA;826;10
GA;Decatur;GA;1292;10
GA;Sandy Springs;GA;4705;10
GA;Buford;GA;698;10
GA;Decatur;GA;1293;10
GA;Douglas;GA;1403;10
GA;Albany;GA;47;10
GA;Buford;GA;699;10
GA;Snellville;GA;4872;10
GA;Snellville;GA;4871;10
GA;Douglasville;GA;1406;10
GA;Sylvania;GA;5140;10
GA;Salacoa;GA;4521;10
GA;Clayton;GA;1022;10
GA;Sylvester;GA;5143;10
GA;Acworth;GA;10;10
GA;Loganville;GA;2926;10
GA;Newnan;GA;3618;10
GA;Bonaire;GA;584;10
GA;Elberton;GA;1509;10
GA;Loganville;GA;2927;10
GA;Douglasville;GA;1407;10
GA;Stone Mountain;GA;5091;10
GA;Kingsland;GA;2595;10
GA;Hiram;GA;2172;10
GA;Marietta;GA;3176;10
GA;Kingsland;GA;2596;10
GA;Stone Mountain;GA;5090;10
GA;Pearson;GA;3973;10
GA;Brooklet;GA;657;10
GA;Mableton;GA;3120;10
GA;Mableton;GA;3119;10
GA;Calhoun;GA;744;10
GA;Marietta;GA;3178;10
GA;Spalding County;GA;4912;10
GA;Dunwoody;GA;1422;10
GA;White;GA;5634;10
GA;Lumpkin;GA;3106;10
GA;Whitfield County;GA;5642;10
GA;DeKalb County;GA;1278;10
GA;Marietta;GA;3177;10
GA;Stone Mountain;GA;5092;10
GA;Adel;GA;19;10
GA;DeKalb County;GA;1279;10
GA;Hogansville;GA;2182;10
GA;Stockbridge;GA;5072;10
GA;Clarkesville;GA;1008;10
GA;Eden;GA;1471;10
GA;Woodville;GA;5714;10
GA;Lizella;GA;2913;10
GA;Dalton;GA;1251;10
GA;Paulding County;GA;3961;10
GA;Carrollton;GA;788;10
GA;Carrollton;GA;787;10
GA;Woodstock;GA;5713;10
GA;Henry County;GA;2133;10
GA;Cartersville;GA;798;10
GA;East Point;GA;1452;10
GA;East Point;GA;1453;10
GA;East Point;GA;1451;10
GA;Stockbridge;GA;5073;10
GA;Macon;GA;3122;10
GA;Peachtree City;GA;3966;10
GA;Carroll County;GA;785;10
GA;Cartersville;GA;797;10
GA;Carnesville;GA;781;10
GA;Ludowici;GA;3102;10
GA;Carroll County;GA;784;10
GA;Atlanta;GA;249;10
GA;Atlanta;GA;250;10
GA;Atlanta;GA;251;10
GA;Chatham County;GA;883;10
GA;Atlanta;GA;247;10
GA;Atlanta;GA;248;10
GA;Savannah;GA;4746;10
GA;Atlanta;GA;252;10
GA;Atlanta;GA;257;10
GA;Atlanta;GA;258;10
GA;Atlanta;GA;259;10
GA;Atlanta;GA;256;10
GA;Atlanta;GA;253;10
GA;Atlanta;GA;254;10
GA;Atlanta;GA;255;10
GA;Grovetown;GA;2018;10
GA;Atlanta;GA;241;10
GA;Atlanta;GA;242;10
GA;Port Wentworth;GA;4204;10
GA;Atlanta;GA;239;10
GA;Atlanta;GA;240;10
GA;Lawrenceville;GA;2823;10
GA;Griffin;GA;2015;10
GA;Floyd County;GA;1690;10
GA;Savannah;GA;4747;10
GA;Atlanta;GA;246;10
GA;Atlanta;GA;245;10
GA;Floyd County;GA;1691;10
GA;Atlanta;GA;243;10
GA;Atlanta;GA;244;10
GA;Chamblee;GA;844;10
GA;Chamblee;GA;845;10
GA;Chamblee;GA;846;10
GA;Bibb County;GA;516;10
GA;Savannah;GA;4743;10
GA;Tyrone;GA;5374;10
GA;Leesburg;GA;2844;10
GA;Jackson;GA;2409;10
GA;Rincon;GA;4408;10
GA;Covington;GA;1200;10
GA;Covington;GA;1199;10
GA;Augusta;GA;281;10
GA;Augusta;GA;278;10
GA;Riverdale;GA;4417;10
GA;Augusta;GA;280;10
GA;Greenville;GA;1993;10
GA;Austell;GA;301;10
GA;Glennville;GA;1915;10
GA;Austell;GA;302;10
GA;Conyers;GA;1167;10
GA;Union City;GA;5376;10
GA;Savannah;GA;4745;10
GA;McIntosh County;GA;3209;10
GA;Jackson;GA;2405;10
GA;Cochran;GA;1063;10
GA;Savannah;GA;4744;10
GA;Glenwood;GA;1918;10
GA;Cobb County;GA;1060;10
GA;Cobb County;GA;1061;10
GA;Cobb County;GA;1062;10
GA;Atlanta;GA;238;10
GA;Columbus;GA;1138;10
GA;Rossville;GA;4473;10
GA;Gainesville;GA;1841;10
GA;Gainesville;GA;1839;10
GA;Gainesville;GA;1837;10
GA;Roswell;GA;4475;10
GA;Lake Lanier;GA;2675;10
GA;Rossville;GA;4471;10
GA;Columbus;GA;1142;10
GA;Dahlonega;GA;1231;10
GA;Rossville;GA;4472;10
GA;Gainesville;GA;1842;10
GA;Lake Lanier;GA;2674;10
GA;Johns Creek;GA;2472;10
GA;Smyrna;GA;4867;10
GA;Norcross;GA;3644;10
GA;Bainbridge;GA;353;10
GA;Valdosta;GA;5395;10
GA;Thomasville;GA;5239;10
GA;Augusta;GA;279;10
GA;Arlington;GA;194;10
GA;Thomas County;GA;5237;10
GA;Moultrie;GA;3479;10
GA;Columbus;GA;1125;10
GA;Jesup;GA;2470;10
GA;Morrow;GA;3474;10
GA;Valdosta;GA;5396;10
GA;Franklin;GA;1774;10
GA;Valdosta;GA;5397;10
GA;Walton County;GA;5484;10
GA;Lawrenceville;GA;2822;10
GA;Habersham;GA;2031;10
GA;Barrow County;GA;412;10
GA;Hall County;GA;2037;10
GA;Rockville;GA;4448;10
GA;Cumming;GA;1224;10
GA;Athens;GA;234;10
GA;Athens;GA;235;10
GA;Atlanta;GA;237;10
GA;Athens;GA;233;10
GA;Athens;GA;230;10
GA;Athens;GA;231;10
GA;Athens;GA;232;10
GA;Hall County;GA;2038;10
GA;Hampton;GA;2049;10
GA;Hampton;GA;2051;10
GA;Fort Valley;GA;1738;10
GA;Powder Springs;GA;4245;10
GA;Powder Springs;GA;4244;10
GA;Commerce;GA;1151;10
GA;Cumming;GA;1226;10
GA;Forest Park;GA;1700;10
GA;Porterdale;GA;4208;10
GA;Cuthbert;GA;1228;10
GA;Cumming;GA;1225;10
HI;Honolulu;HI;2212;11
HI;Honolulu;HI;2213;11
HI;Honolulu;HI;2214;11
HI;Honolulu;HI;2208;11
HI;Honolulu;HI;2209;11
HI;Honolulu;HI;2210;11
HI;Puna;HI;4286;11
HI;Honolulu;HI;2211;11
HI;Honolulu;HI;2219;11
HI;Aiea;HI;25;11
HI;Pahoa;HI;3890;11
HI;Honolulu;HI;2220;11
HI;Nanakuli;HI;3524;11
HI;Honolulu;HI;2218;11
HI;Honolulu;HI;2215;11
HI;Papaaloa;HI;3921;11
HI;Honolulu;HI;2216;11
HI;Honolulu;HI;2217;11
HI;Puna;HI;4287;11
HI;Maui;HI;3200;11
HI;North Shore;HI;3686;11
HI;Kalihi;HI;2505;11
HI;Kalihi;HI;2506;11
HI;Kahuku;HI;2502;11
HI;Wailuku;HI;5469;11
HI;Hilo;HI;2168;11
HI;Hilo;HI;2166;11
HI;Hilo;HI;2167;11
HI;Keaau;HI;2547;11
HI;Hilo;HI;2165;11
IA;Nashua;IA;3535;12
IA;Fort Madison;IA;1723;12
IA;Moorland;IA;3455;12
IA;Burlington;IA;714;12
IA;Panora;IA;3919;12
IA;Burlington;IA;711;12
IA;Davenport;IA;1265;12
IA;Fort Madison;IA;1722;12
IA;Sioux City;IA;4856;12
IA;Des Moines;IA;1368;12
IA;West Burlington;IA;5573;12
IA;Clinton;IA;1044;12
IA;Des Moines;IA;1372;12
IA;Des Moines;IA;1371;12
IA;Des Moines;IA;1370;12
IA;Fort Dodge;IA;1713;12
IA;Altoona;IA;111;12
IA;Ankeny;IA;155;12
IA;Urbandale;IA;5389;12
IA;Altoona;IA;112;12
IA;Fort Dodge;IA;1714;12
IA;West Des Moines;IA;5576;12
IA;West Des Moines;IA;5577;12
IA;Creston;IA;1209;12
IA;Boone;IA;586;12
IA;Boone;IA;587;12
IA;Webster City;IA;5556;12
IA;Bettendorf;IA;509;12
IA;North English;IA;3662;12
IA;Cedar Rapids;IA;824;12
IA;Cedar Rapids;IA;825;12
IA;Wellman;IA;5567;12
IA;Davenport;IA;1264;12
IA;Dakota City;IA;1232;12
IA;Council Bluffs;IA;1195;12
ID;Boise;ID;576;13
ID;Boise;ID;577;13
ID;Boise;ID;574;13
ID;Idaho Falls;ID;2336;13
ID;Melba;ID;3229;13
ID;Boise;ID;573;13
ID;Caldwell;ID;740;13
ID;Jefferson County;ID;2462;13
ID;Boise;ID;575;13
ID;Sandpoint;ID;4702;13
ID;Preston;ID;4253;13
ID;Garden City;ID;1846;13
ID;Mountain Home;ID;3487;13
ID;Mountain Home;ID;3486;13
ID;Sandpoint;ID;4703;13
ID;Boise;ID;579;13
ID;Boise;ID;578;13
ID;Wendell;ID;5569;13
ID;Weippe;ID;5559;13
ID;Boise;ID;580;13
ID;Middleton;ID;3332;13
ID;Idaho Falls;ID;2339;13
ID;Coolin;ID;1169;13
ID;Coeur d'Alene;ID;1072;13
ID;Meridian;ID;3256;13
ID;Idaho Falls;ID;2338;13
ID;Coeur d'Alene;ID;1073;13
ID;Pocatello;ID;4170;13
ID;Rigby;ID;4407;13
ID;Council;ID;1194;13
ID;Pocatello;ID;4169;13
ID;Gooding;ID;1928;13
ID;Rexburg;ID;4382;13
ID;Homedale;ID;2197;13
ID;Caldwell;ID;739;13
ID;Nampa;ID;3522;13
ID;Blackfoot;ID;550;13
ID;Hammett;ID;2047;13
ID;Idaho Falls;ID;2337;13
ID;Kuna;ID;2624;13
ID;Meridian;ID;3254;13
ID;Meridian;ID;3253;13
ID;Nampa;ID;3523;13
IL;Lansing;IL;2733;14
IL;Metropolis;IL;3287;14
IL;Metropolis;IL;3288;14
IL;Maeystown;IL;3137;14
IL;Nokomis;IL;3640;14
IL;Lakemoor;IL;2691;14
IL;North Aurora;IL;3654;14
IL;Lyons;IL;3117;14
IL;North Riverside;IL;3684;14
IL;Joilet;IL;2480;14
IL;Joilet;IL;2481;14
IL;Marion;IL;3183;14
IL;Markham;IL;3185;14
IL;Hurst;IL;2329;14
IL;Macoupin County;IL;3124;14
IL;Mackinaw;IL;3121;14
IL;Jerseyville;IL;2469;14
IL;Joliet;IL;2482;14
IL;Lisle;IL;2893;14
IL;Lawndale;IL;2814;14
IL;Des Plaines;IL;1373;14
IL;Chicago;IL;911;14
IL;Chicago;IL;910;14
IL;Chicago;IL;913;14
IL;Harvey;IL;2081;14
IL;Chicago;IL;912;14
IL;Antioch;IL;165;14
IL;East St. Louis;IL;1455;14
IL;Bridgeview;IL;641;14
IL;Elgin;IL;1512;14
IL;Gurnee;IL;2028;14
IL;Dolton;IL;1399;14
IL;Stockton;IL;5084;14
IL;Chicago;IL;920;14
IL;Chicago;IL;919;14
IL;Chicago;IL;918;14
IL;Chicago;IL;923;14
IL;Chicago;IL;922;14
IL;Chicago;IL;921;14
IL;Chicago;IL;917;14
IL;Alton;IL;110;14
IL;Chicago;IL;915;14
IL;Chicago;IL;914;14
IL;Chicago;IL;916;14
IL;Deerfield;IL;1297;14
IL;Alton;IL;109;14
IL;Bloomingdale;IL;558;14
IL;Belleville;IL;480;14
IL;Robbins;IL;4435;14
IL;Beach Park;IL;452;14
IL;Rock Island;IL;4440;14
IL;Rock Falls;IL;4439;14
IL;Aurora;IL;285;14
IL;Aurora;IL;296;14
IL;Richton Park;IL;4404;14
IL;Forest Park;IL;1699;14
IL;Rantoul;IL;4325;14
IL;River Forest;IL;4415;14
IL;Villa Park;IL;5438;14
IL;Quincy;IL;4297;14
IL;Geneseo;IL;1875;14
IL;Waukegan;IL;5535;14
IL;Arcola;IL;183;14
IL;Round Lake;IL;4479;14
IL;Zion;IL;5750;14
IL;Waukegan;IL;5536;14
IL;Rockford;IL;4444;14
IL;Rockford;IL;4442;14
IL;Rock Island;IL;4441;14
IL;Belleville;IL;482;14
IL;Washington Park;IL;5513;14
IL;Benton;IL;497;14
IL;Rockford;IL;4443;14
IL;Clinton;IL;1045;14
IL;Chicago;IL;940;14
IL;Chicago;IL;939;14
IL;Shawnee National Forest;IL;4807;14
IL;Chicago;IL;942;14
IL;Chicago;IL;941;14
IL;Peoria;IL;3992;14
IL;Chicago;IL;936;14
IL;Chicago;IL;935;14
IL;Chicago;IL;938;14
IL;Chicago;IL;937;14
IL;Peoria;IL;3990;14
IL;Chicago Heights;IL;951;14
IL;Chicago;IL;950;14
IL;Chicago;IL;949;14
IL;Zion;IL;5749;14
IL;South Elgin;IL;4890;14
IL;Springfield;IL;4971;14
IL;Chicago;IL;945;14
IL;Chicago;IL;944;14
IL;Chicago;IL;943;14
IL;Chicago;IL;948;14
IL;Chicago;IL;947;14
IL;Chicago;IL;946;14
IL;Chicago;IL;928;14
IL;Chicago;IL;927;14
IL;Chicago;IL;929;14
IL;Chicago;IL;931;14
IL;Chicago;IL;930;14
IL;Chicago;IL;926;14
IL;Chicago;IL;924;14
IL;Peoria;IL;3993;14
IL;Chicago;IL;925;14
IL;Dalton;IL;1252;14
IL;Danville;IL;1260;14
IL;Chicago;IL;933;14
IL;Chicago;IL;934;14
IL;Chicago;IL;932;14
IN;Springville;IN;4983;15
IN;Crawfordsville;IN;1205;15
IN;Muncie;IN;3501;15
IN;Muncie;IN;3500;15
IN;Muncie;IN;3502;15
IN;Monon;IN;3418;15
IN;Evansville;IN;1592;15
IN;Evansville;IN;1593;15
IN;Evansville;IN;1590;15
IN;Evansville;IN;1591;15
IN;Columbua;IN;1112;15
IN;Dearborn County;IN;1289;15
IN;Huntington;IN;2309;15
IN;Shelbyville;IN;4818;15
IN;Monroe County;IN;3426;15
IN;Fort Wayne;IN;1743;15
IN;Fishers;IN;1660;15
IN;South Bend;IN;4885;15
IN;Fort Wayne;IN;1744;15
IN;Terre Haute;IN;5225;15
IN;Fort Wayne;IN;1746;15
IN;Fort Wayne;IN;1745;15
IN;Beech Grove;IN;471;15
IN;Lafayette;IN;2649;15
IN;Lafayette;IN;2650;15
IN;South Haven;IN;4896;15
IN;South Bend;IN;4886;15
IN;South Bend;IN;4887;15
IN;Clarksville;IN;1015;15
IN;Shelbyville;IN;4817;15
IN;Memphis;IN;3235;15
IN;Brookville;IN;673;15
IN;Brownstown;IN;676;15
IN;Salem;IN;4523;15
IN;Kennard;IN;2558;15
IN;Lawrenceburg;IN;2819;15
IN;Knox;IN;2610;15
IN;Merrillville;IN;3259;15
IN;New Castle;IN;3558;15
IN;New Castle;IN;3555;15
IN;New Albany;IN;3551;15
IN;Carmel;IN;777;15
IN;Sullivan;IN;5110;15
IN;Dyer;IN;1431;15
IN;Crown Point;IN;1214;15
IN;Elkhart;IN;1523;15
IN;Evansville;IN;1588;15
IN;Kokomo;IN;2621;15
IN;North Manchester;IN;3676;15
IN;Kokomo;IN;2622;15
IN;Evansville;IN;1589;15
IN;Muncie;IN;3503;15
IN;Muncie;IN;3504;15
IN;English;IN;1556;15
IN;Terre Haute;IN;5226;15
IN;Boonville;IN;589;15
IN;Elkhart;IN;1524;15
IN;Terre Haute;IN;5227;15
IN;Lawrence;IN;2817;15
IN;Seymour;IN;4800;15
IN;Terre Haute;IN;5228;15
IN;Indianapolis;IN;2364;15
IN;Indianapolis;IN;2363;15
IN;Indianapolis;IN;2362;15
IN;Indianapolis;IN;2365;15
IN;Gary;IN;1862;15
IN;Indianapolis;IN;2367;15
IN;Indianapolis;IN;2366;15
IN;Indianapolis;IN;2359;15
IN;Indianapolis;IN;2358;15
IN;Indianapolis;IN;2357;15
