idEstado;Count.state;o.Count.state;o.estados.city;o.idCity
43;TX;TX;Brownsville;329
43;TX;TX;Rockwall;2255
43;TX;TX;Dumas;717
43;TX;TX;Rio Bravo;2230
43;TX;TX;Burnet;350
43;TX;TX;Channelview;443
43;TX;TX;Crowell;611
43;TX;TX;Lufkin;1546
43;TX;TX;Elmendorf;792
43;TX;TX;Cloverleaf;530
43;TX;TX;Ellis County;791
43;TX;TX;Lubbock;1541
43;TX;TX;Maryneal;1613
43;TX;TX;Palestine;1976
43;TX;TX;Marshall;1608
43;TX;TX;Nocona;1846
43;TX;TX;Edinburg;758
43;TX;TX;Odessa;1904
43;TX;TX;North Laredo;1867
43;TX;TX;Corpus Christi;587
43;TX;TX;Conroe;573
43;TX;TX;Oak Cliff;1886
43;TX;TX;Mansfield;1594
43;TX;TX;Cochran County;538
43;TX;TX;Clute;533
43;TX;TX;Mabank;1557
43;TX;TX;Onalaska;1927
43;TX;TX;El Paso;770
43;TX;TX;Dalhart;630
43;TX;TX;Dallas;631
43;TX;TX;Llano;1505
43;TX;TX;Mathis;1620
43;TX;TX;Lockhart;1506
43;TX;TX;New Boston;1806
43;TX;TX;McKinney;1630
43;TX;TX;Chapeno;444
43;TX;TX;Euless;822
43;TX;TX;Pharr;2053
43;TX;TX;Littlefield;1499
43;TX;TX;Cinco Ranch;484
43;TX;TX;Paris;1996
43;TX;TX;Cisco;486
43;TX;TX;Clarksville;504
43;TX;TX;Panhandle;1989
43;TX;TX;Lorena;1525
43;TX;TX;Pattison;2014
43;TX;TX;Pearland;2024
43;TX;TX;Pasadena;2007
43;TX;TX;Childress;474
43;TX;TX;Longview;1524
43;TX;TX;Denton County;681
43;TX;TX;Fort Stockton;907
43;TX;TX;Seagoville;2367
43;TX;TX;Killeen;1336
43;TX;TX;Boerne;260
43;TX;TX;Midland;1679
43;TX;TX;Plainview;2088
43;TX;TX;Kerrville;1333
43;TX;TX;Bracketville;287
43;TX;TX;Sandia;2336
43;TX;TX;San Marcos;2329
43;TX;TX;Kingwood;1346
43;TX;TX;Schertz;2361
43;TX;TX;Kingsbury;1343
43;TX;TX;Sanger;2341
43;TX;TX;Jourdanton;1302
43;TX;TX;Silsbee;2417
43;TX;TX;Sierra Blanca;2415
43;TX;TX;Mission;1700
43;TX;TX;Bexar County;227
43;TX;TX;Socorro;2441
43;TX;TX;Snyder;2440
43;TX;TX;Fort Worth;913
43;TX;TX;Monahans;1710
43;TX;TX;Midlothian;1680
43;TX;TX;Katy;1314
43;TX;TX;Missouri City;1703
43;TX;TX;Sherman;2406
43;TX;TX;Shelbyville;2401
43;TX;TX;San Angelo;2315
43;TX;TX;Kountze;1359
43;TX;TX;Seminole;2380
43;TX;TX;San Antonio;2316
43;TX;TX;Knox County;1355
43;TX;TX;San Benito;2317
44;UT;UT;Roy;2286
44;UT;UT;Montezuma Creek;1729
44;UT;UT;South Ogden;2460
44;UT;UT;Millcreek;1688
44;UT;UT;South Salt Lake;2461
44;UT;UT;Herriman;1149
44;UT;UT;Sandy;2338
44;UT;UT;Cottonwood Heights;593
44;UT;UT;West Valley City;2819
44;UT;UT;Tooele;2638
44;UT;UT;Wellington;2790
44;UT;UT;Clinton;525
44;UT;UT;Bountiful;280
44;UT;UT;Roosevelt;2263
44;UT;UT;Layton;1445
44;UT;UT;Emery County;797
44;UT;UT;Cedar City;426
44;UT;UT;Aragonite;76
44;UT;UT;Centerville;433
44;UT;UT;Clearfield;513
44;UT;UT;Holladay;1177
44;UT;UT;Salt Lake City;2313
44;UT;UT;Provo;2158
44;UT;UT;Huntsville;1219
44;UT;UT;Orem;1945
44;UT;UT;Magna;1571
44;UT;UT;Sugar House;2553
44;UT;UT;Logan;1510
44;UT;UT;Midvale;1681
44;UT;UT;Milcreek;1684
44;UT;UT;Riverton;2239
44;UT;UT;West Jordan;2804
44;UT;UT;Logan Canyon;1511
44;UT;UT;Ogden;1906
44;UT;UT;Taylorsville;2597
44;UT;UT;Draper;713
44;UT;UT;Syracuse;2580
44;UT;UT;Eagle Mountain;729
44;UT;UT;Spanish Fork;2469
44;UT;UT;Parowan;2006
44;UT;UT;Kearns;1317
45;VA;VA;Glade Spring;990
45;VA;VA;Lynchburg;1551
45;VA;VA;Lexington;1473
45;VA;VA;Bristol;310
45;VA;VA;Aldie;32
45;VA;VA;Pearisburg;2021
45;VA;VA;Alexandria;36
45;VA;VA;York County;2904
45;VA;VA;Grundy;1067
45;VA;VA;Woodbridge;2885
45;VA;VA;Mecklenburg;1642
45;VA;VA;Arvonia;94
45;VA;VA;Chase City;451
45;VA;VA;Abingdon;6
45;VA;VA;Newport News;1833
45;VA;VA;Grayson County;1037
45;VA;VA;Herndon;1148
45;VA;VA;Stafford;2519
45;VA;VA;Woodford;2886
45;VA;VA;Virginia Beach;2717
45;VA;VA;Emporia;800
45;VA;VA;Arlington;85
45;VA;VA;Danville;642
45;VA;VA;Culpeper;618
45;VA;VA;Henrico;1139
45;VA;VA;Chesapeake;460
45;VA;VA;Chester;461
45;VA;VA;Haymarket;1120
45;VA;VA;Hiltons;1164
45;VA;VA;Timberville;2628
45;VA;VA;Wytheville;2894
45;VA;VA;Colonial Heights;552
45;VA;VA;Wythe County;2893
45;VA;VA;Suffolk;2551
45;VA;VA;Charlottesville;450
45;VA;VA;Norfolk;1853
45;VA;VA;King George;1338
45;VA;VA;Norman;1855
45;VA;VA;Falls Church;850
45;VA;VA;Hampton;1088
45;VA;VA;Roanoke;2243
45;VA;VA;Wise County;2877
45;VA;VA;Bassett;169
45;VA;VA;Buchanan;334
45;VA;VA;Montgomery County;1733
45;VA;VA;Concord;571
45;VA;VA;Richmond;2222
45;VA;VA;Spotsylvania;2484
45;VA;VA;Richmond County;2223
45;VA;VA;Hopewell;1194
45;VA;VA;Farmville;855
45;VA;VA;Harrisonburg;1107
45;VA;VA;Portsmouth;2132
45;VA;VA;Winchester;2863
45;VA;VA;Fairfax;836
45;VA;VA;Scott County;2364
45;VA;VA;Independence;1235
45;VA;VA;Hinton;1166
45;VA;VA;Sussex County;2572
45;VA;VA;Powhatan County;2144
45;VA;VA;Pulaski;2162
45;VA;VA;Waynesboro;2776
45;VA;VA;Fredericksburg;933
46;VT;VT;Rutland;2298
46;VT;VT;Montpelier;1738
46;VT;VT;Poultney;2140
46;VT;VT;Burlington;347
46;VT;VT;Bolton;264
46;VT;VT;Tunbridge;2663
46;VT;VT;Winooski;2871
47;WA;WA;Shoreline;2411
47;WA;WA;Spanaway;2468
47;WA;WA;Lynnwood;1554
47;WA;WA;Oak Harbor;1887
47;WA;WA;Snohomish;2439
47;WA;WA;Woodland;2887
47;WA;WA;Hazel Dell;1125
47;WA;WA;Wapato;2741
47;WA;WA;Parkland;2000
47;WA;WA;Wenatchee;2792
47;WA;WA;Black Diamond;241
47;WA;WA;Olympia;1923
47;WA;WA;Aberdeen;2
47;WA;WA;Ebey Island;751
47;WA;WA;Frederickstown;934
47;WA;WA;Cle Elum;511
47;WA;WA;Beaver;185
47;WA;WA;Elk Plain;781
47;WA;WA;Spokane Valley;2483
47;WA;WA;Spokane;2482
47;WA;WA;Graham;1019
47;WA;WA;Franklin County;926
47;WA;WA;Benton City;213
47;WA;WA;Grapeview;1033
47;WA;WA;Hunters;1210
47;WA;WA;Moses Lake;1757
47;WA;WA;Yakima;2895
47;WA;WA;Puyallup;2165
47;WA;WA;Toppenish;2640
47;WA;WA;Bainbridge Island;145
47;WA;WA;Bothell;276
47;WA;WA;Deer Park;665
47;WA;WA;Hillyard;1162
47;WA;WA;Kittitas;1351
47;WA;WA;Seattle;2371
47;WA;WA;Port Orchard;2119
47;WA;WA;Poulsbo;2139
47;WA;WA;Tukwila;2658
47;WA;WA;Muckleshoot Indian Reservation;1773
47;WA;WA;Bellingham;203
47;WA;WA;Ritzville;2233
47;WA;WA;Federal Way;860
47;WA;WA;Ridgefield;2226
47;WA;WA;Lakewood;1408
47;WA;WA;Burien;345
47;WA;WA;Rochester;2247
47;WA;WA;Fife;861
47;WA;WA;Riverside;2237
47;WA;WA;Redmond;2202
47;WA;WA;Sumas;2557
47;WA;WA;Bremerton;299
47;WA;WA;Lake Stevens;1396
47;WA;WA;Airway Heights;20
47;WA;WA;Richland;2218
47;WA;WA;Renton;2209
47;WA;WA;Thurston County;2625
47;WA;WA;Kirkland;1349
47;WA;WA;Kennewick;1327
47;WA;WA;Kelso;1322
47;WA;WA;East Wenatchee;745
47;WA;WA;Lacey;1373
47;WA;WA;Vancouver;2700
47;WA;WA;Longview;1523
47;WA;WA;Tacoma;2582
47;WA;WA;Shelton;2403
47;WA;WA;Pasco;2010
47;WA;WA;Marysville;1615
47;WA;WA;Walla Walla;2731
47;WA;WA;Cheney;459
47;WA;WA;Alderwood Manor;31
47;WA;WA;Eatonville;749
47;WA;WA;Auburn;115
47;WA;WA;Centralia;435
47;WA;WA;Kent;1329
47;WA;WA;Des Moines;687
47;WA;WA;Glenoma;998
47;WA;WA;Kent Station;1331
47;WA;WA;Montesano;1728
47;WA;WA;Stanwood;2524
47;WA;WA;Everett;828
48;WI;WI;Weston;2828
48;WI;WI;Monroe;1717
48;WI;WI;Manitowoc;1589
48;WI;WI;Corning;584
48;WI;WI;Milwaukee;1695
48;WI;WI;Eau Claire;750
48;WI;WI;Mount Hope;1762
48;WI;WI;Menasha;1651
48;WI;WI;East Troy;744
48;WI;WI;Green Bay;1042
48;WI;WI;Greenfield;1047
48;WI;WI;Millston;1690
48;WI;WI;Crandon;602
48;WI;WI;New London;1817
48;WI;WI;Neenah;1800
48;WI;WI;York;2901
48;WI;WI;Beloit;206
48;WI;WI;Pembine;2031
48;WI;WI;Arpin;89
48;WI;WI;Ashland;100
48;WI;WI;Goodman;1011
48;WI;WI;Peshtigo;2047
48;WI;WI;Clark County;497
48;WI;WI;Kaukauna;1315
48;WI;WI;Fox Crossing;918
48;WI;WI;Kenosha;1328
48;WI;WI;Sheboygan;2394
48;WI;WI;Pardeeville;1994
48;WI;WI;Pine River;2073
48;WI;WI;Caledonia;373
48;WI;WI;Racine;2173
48;WI;WI;Fond du Lac;884
48;WI;WI;Geneva;973
48;WI;WI;Rib Mountain;2216
48;WI;WI;Lake Hallie;1390
48;WI;WI;Leon;1466
48;WI;WI;Ashwaubenon;105
48;WI;WI;La Crosse;1362
48;WI;WI;Beaver Dam;186
48;WI;WI;Suring;2570
48;WI;WI;Two Rivers;2672
48;WI;WI;West Kewaunee;2806
48;WI;WI;Black River Falls;242
48;WI;WI;Franklin;923
48;WI;WI;Oshkosh;1951
48;WI;WI;Antigo;65
48;WI;WI;Odanah;1903
48;WI;WI;West Allis;2796
48;WI;WI;South Milwaukee;2459
48;WI;WI;Madison;1565
48;WI;WI;Sparta;2475
48;WI;WI;Elkhorn;783
48;WI;WI;Fairchild;835
48;WI;WI;Appleton;74
48;WI;WI;Loyal;1540
48;WI;WI;Paddock Lake;1970
48;WI;WI;St. Croix Falls;2506
48;WI;WI;Watertown;2764
48;WI;WI;Waukesha;2770
48;WI;WI;Wauwatosa;2772
48;WI;WI;Jackson;1258
48;WI;WI;Hawkins;1118
48;WI;WI;Wausau;2771
49;WV;WV;Spencer;2478
49;WV;WV;Follansbee;883
49;WV;WV;Montgomery;1730
49;WV;WV;Buckhannon;336
49;WV;WV;Roane County;2242
49;WV;WV;Huntington;1213
49;WV;WV;Wood County;2882
49;WV;WV;Frametown;919
49;WV;WV;Scarbo;2359
49;WV;WV;Brandywine;292
49;WV;WV;Inwood;1245
49;WV;WV;Monongalia;1714
49;WV;WV;Bluefield;257
49;WV;WV;Hurricane;1222
49;WV;WV;Drennen;714
49;WV;WV;Montcalm;1722
49;WV;WV;Fort Ashby;893
49;WV;WV;Braxton County;295
49;WV;WV;Sissonville;2427
49;WV;WV;Beckley;189
49;WV;WV;Walton;2737
49;WV;WV;Grafton;1017
49;WV;WV;Clendenin;517
49;WV;WV;Clarksburg;501
49;WV;WV;Petroleum;2051
49;WV;WV;Nutter Fort;1884
49;WV;WV;Pentress;2039
49;WV;WV;Hensley;1143
49;WV;WV;Elkins;784
49;WV;WV;Welch;2786
49;WV;WV;Mannington;1593
49;WV;WV;Ona;1926
49;WV;WV;Nitro;1844
49;WV;WV;Whitby;2835
49;WV;WV;Weirton;2784
49;WV;WV;Cross Lanes;610
49;WV;WV;Valley Head;2695
49;WV;WV;Hometown;1188
49;WV;WV;Reynoldsville;2214
49;WV;WV;Fairmont;844
49;WV;WV;Gerrardstown;979
49;WV;WV;Morgantown;1750
49;WV;WV;Mount Hope;1761
49;WV;WV;Princeton;2153
49;WV;WV;Meadow Bridge;1638
49;WV;WV;Pocahontas County;2099
49;WV;WV;Augusta;121
49;WV;WV;West Milford;2810
49;WV;WV;Charleston;445
50;WY;WY;Riverton;2240
50;WY;WY;Laramie;1424
50;WY;WY;Cheyenne;468
50;WY;WY;Casper;417
50;WY;WY;Douglas;704
50;WY;WY;Rawlins;2191
50;WY;WY;Gillette;986
