idDirector3;2.l.c.c.d.t.director.2;2.idDirecto2;2.d2.l.c.c.d.t.director.1;2.d2.id_diretor1;2.d2.l.c.c.d.t.director.3;2.d2.teste.l.c.c.d.type;2.d2.teste.l.c.c.d.id_type;2.d2.teste.l.c.c.d.t.show_id;2.d2.teste.l.c.c.d.t.title;2.d2.teste.l.c.c.d.t.director;2.d2.teste.l.c.c.id_directors;2.d2.teste.l.c.c.d.t.cast;2.d2.teste.l.c.id_cast;2.d2.teste.l.c.c.d.t.country;2.d2.teste.l.id_countries;2.d2.teste.l.c.c.d.t.date_added;2.d2.teste.l.c.c.d.t.release_year;2.d2.teste.l.c.c.d.t.rating;2.d2.teste.l.c.c.d.t.duration;2.d2.teste.l.c.c.d.t.listed_in;2.d2.teste.id_listed;2.d2.teste.l.c.c.d.t.description;2.d2.teste.l.c.c.d.t.IMDB_titleID;2.d2.teste.l.c.c.d.t.IMDB_rating;2.d2.teste.l.c.c.d.t.IMDB_rating_votes;2.d2.teste.l.c.c.d.t.IMDB_title_name;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Devin Chanda;764;N/A;Movie;0;80216664;Kygo: Live at the Hollywood Bowl;Devin Chanda;954;Kygo;1409;United States;3;43437;2017;TV-MA;52 min;Music & Musicals;70;Join Norwegian electronic music superstar Kygo onstage and behind the scenes as he performs at the famed L.A. venue with a bevy of special guests.;/title/tt7808118/;66;92; Kygo: Live at the Hollywood Bowl;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Ernie Barbarash;765;N/A;Movie;0;80231468;Holiday in the Wild;Ernie Barbarash;600;Rob Lowe, Kristin Davis, Fezile Mpela, John Owen Lowe, Colin Moss;1046;N/A;2;43476;2019;TV-PG;86 min;Children & Family Movies, Dramas, Romantic Movies;71;When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose – and potential romance.;/title/tt8510488/;61;8562; Holiday in the Wild;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;John Schultz;766;N/A;Movie;0;80238204;A Christmas Prince: The Royal Wedding;John Schultz;463;Rose McIver, Ben Lamb, Alice Krige, Simon Dutton, Honor Kneafsey, Sarah Douglas, Theo Devaney, John Guerrasio, Andy Lucas, Raj Bajaj, Richard Ashton, Billy Angel, Tahirah Sharif, Joel McVeagh;905;United States;3;25569;2018;TV-PG;93 min;Children & Family Movies, Dramas, Romantic Movies;71;A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.;/title/tt8709036/;52;7404; A Christmas Prince: The Royal Wedding;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Alex Zamm;767;N/A;Movie;0;80160759;A Christmas Prince;Alex Zamm;539;Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey;983;United States;3;25569;2017;TV-PG;92 min;Children & Family Movies, Dramas, Romantic Movies;71;Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.;/title/tt7608418/;57;14595; A Christmas Prince;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Gary Wheeler;768;N/A;Movie;0;80156925;Christmas in the Smokies;Gary Wheeler;979;Sarah Lancaster, Barry Corbin, Alan Powell, Jill Wagner, Danny Vinson, Gregory Alan Williams, Rebecca Koon, Brett Rice;1439;United States;3;43468;2015;TV-G;88 min;Children & Family Movies, Dramas, Romantic Movies;71;In the Smoky Mountains, an ambitious woman works to save her family's historic berry farm as her ex, a country music star, returns to town.;/title/tt4923846/;59;1071; Christmas in the Smokies;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Mariano Barroso;769;N/A;TV Show;1;81020523;Criminal: Spain;Mariano Barroso;1304;Emma Suárez, Jorge Bosch, Álvaro Cervantes, Carmen Machi, Inma Cuesta, Eduard Fernández, María Morales, José Ángel Egido, Daniel Chamorro, Javi Coll, Carlos Manuel Díaz, Nuria Mencía, Milo Taboada;1745;N/A;2;25569;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;72;Psychological games abound between detectives and suspects in a tense interrogation room, where the search for answers sometimes comes at a moral cost.;/title/tt10986050/;69;1974; Criminal: Spain;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;David France;770;N/A;Movie;0;80189623;The Death and Life of Marsha P. Johnson;David France;195;N/A;5;United States;3;42896;2017;TV-MA;106 min;Documentaries, LGBTQ Movies;80;As she fights the tide of violence against trans women, activist Victoria Cruz probes the suspicious 1992 death of her friend Marsha P. Johnson.;/title/tt5233558/;72;1313; The Death and Life of Marsha P. Johnson;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Johanna Demetrakas;771;N/A;Movie;0;80216844;Feminists: What Were They Thinking?;Johanna Demetrakas;330;N/A;5;United States;3;43444;2018;TV-MA;86 min;Documentaries, LGBTQ Movies;80;Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change.;/title/tt5419676/;68;1354; Feminists: What Were They Thinking?;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Hao Wu;772;N/A;Movie;0;80208662;All In My Family;Hao Wu;719;N/A;5;United States;3;43529;2019;TV-14;40 min;Documentaries, LGBTQ Movies;80;After starting a family of his very own in America, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance.;/title/tt9097148/;67;384; All in My Family;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Ron Davis;773;N/A;Movie;0;81077795;Life in the Doghouse;Ron Davis;1123;N/A;5;United States;3;43471;2018;TV-PG;83 min;Documentaries, LGBTQ Movies;80;A couple operates a bustling dog rescue out of their own home, vowing to give a safe space to the neediest pups on the planet – 10,000 and counting.;/title/tt5178264/;84;511; Life in the Doghouse;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Jennifer M. Kroot;774;N/A;Movie;0;80182949;The Untold Tales of Armistead Maupin;Jennifer M. Kroot;667;Armistead Maupin, Neil Gaiman, Laura Linney, Ian McKellen, Amy Tan, Margaret Cho, Jonathan Groff, Amanda Palmer;1126;United States;3;43111;2017;TV-MA;91 min;Documentaries, LGBTQ Movies;80;"This documentary traces the life of Tales of the City"""" author Armistead Maupin""";/title/tt6151222/;75;429; The Untold Tales of Armistead Maupin;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;C. Fitz;775;N/A;Movie;0;80990829;Jewel's Catch One;C. Fitz;800;Jewel Thais-Williams;1257;United States;3;43105;2016;NR;84 min;Documentaries, LGBTQ Movies;80;The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities.;/title/tt5562172/;73;53; Jewel's Catch One;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;George Stevens;776;N/A;Movie;0;80119192;Nazi Concentration Camps;George Stevens;870;N/A;5;United States;3;25569;1945;TV-MA;59 min;Classic Movies, Documentaries;81;Shocking footage shows Nazi concentration camps after liberation, including Buchenwald and Ohrdruf, where Gen. Eisenhower ordered local Nazis to tour.;/title/tt0247568/;82;880; Nazi Concentration Camps;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;John Huston;777;N/A;Movie;0;80119188;San Pietro;John Huston;871;N/A;5;United States;3;25569;1945;TV-14;32 min;Classic Movies, Documentaries;81;After the Allies invade Italy, the Liri Valley town of San Pietro becomes an example of the brutal effects of combat, both for soldiers and civilians.;/title/tt0036630/;66;1807; San Pietro;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Stuart Heisler;778;N/A;Movie;0;80119191;The Negro Soldier;Stuart Heisler;872;N/A;5;United States;3;25569;1944;TV-14;40 min;Classic Movies, Documentaries;81;This documentary urged African Americans to enlist and join in the effort to be part of America's continuing fight in World War II.;/title/tt0139491/;59;552; The Negro Soldier;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Tom O'Brien;782;N/A;Movie;0;80060297;Manhattan Romance;Tom O'Brien;7;Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald, Gaby Hoffmann, Louis Cancelmi, Zach Grenier;378;United States;3;42956;2014;TV-14;98 min;Comedies, Independent Movies, Romantic Movies;113;A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.;/title/tt2608324/;55;112; Manhattan Romance;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Archie Borders;783;N/A;Movie;0;80208906;Under the Eiffel Tower;Archie Borders;66;Matt Walsh, Judith Godreche, Reid Scott, Michaela Watkins, David Wain, Gary Cole;442;United States;3;25569;2018;TV-MA;87 min;Comedies, Independent Movies, Romantic Movies;113;An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.;/title/tt6251390/;5;509; Under the Eiffel Tower;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Noah Baumbach;784;N/A;Movie;0;70052286;Kicking and Screaming;Noah Baumbach;364;Josh Hamilton, Olivia d'Abo, Carlos Jacott, Chris Eigeman, Eric Stoltz, Jason Wiles, Parker Posey, Cara Buono, Elliott Gould, Samuel Gould;784;United States;3;43566;1995;R;97 min;Comedies, Independent Movies, Romantic Movies;113;"After graduating, four college roomies – petrified by the prospect of facing real life"""" – reluctantly step into adulthood in this ensemble comedy.""""";/title/tt0113537/;69;9954; Kicking and Screaming;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Noah Baumbach;784;N/A;Movie;0;70020750;The Squid and the Whale;Noah Baumbach;364;Jeff Daniels, Laura Linney, Jesse Eisenberg, Owen Kline, William Baldwin, Halley Feiffer, Anna Paquin, Ken Leung, David Benger, Adam Rose;782;United States;3;43475;2005;R;81 min;Comedies, Dramas, Independent Movies;129;This insightful drama looks at the crumbling marriage between a self-centered novelist – whose career is waning – and his up-and-coming writer wife.;/title/tt0367089/;73;72369; The Squid and the Whale;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Noah Baumbach;784;N/A;Movie;0;70257412;Frances Ha;Noah Baumbach;364;Greta Gerwig, Mickey Sumner, Charlotte d'Amboise, Adam Driver, Hannah Dunne, Michael Esper, Grace Gummer, Patrick Heusinger, Josh Hamilton, Cindy Katz, Maya Kazan, Justine Lupe, Britta Phillips, Juliet Rylance, Dean Wareham, Michael Zegen;783;United States, Brazil;156;42745;2012;R;86 min;Comedies, Dramas, Independent Movies;129;Determined to make it as a modern dancer in New York, a young woman pursues her unlikely goal with more enthusiasm than natural talent.;/title/tt2347569/;74;64976; Frances Ha;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Kevin Smith;785;N/A;Movie;0;70099118;Zack and Miri Make a Porno;Kevin Smith;408;Seth Rogen, Elizabeth Banks, Craig Robinson, Jason Mewes, Jeff Anderson, Traci Lords, Katie Morgan, Ricky Mabe, Justin Long, Brandon Routh, Tyler Labine, Tom Savini, Tisha Campbell-Martin, Jennifer Schwalbach, Gerry Bednob;843;United States;3;43110;2008;R;101 min;Comedies, Independent Movies, Romantic Movies;113;Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.;/title/tt1007028/;65;168728; Zack and Miri Make a Porno;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Kevin Smith;785;N/A;Movie;0;80014857;Tusk;Kevin Smith;408;Michael Parks, Justin Long, Haley Joel Osment, Genesis Rodriguez, Johnny Depp, Harley Morenstein, Ralph Garman, Jennifer Schwalbach;844;United States;3;25569;2014;R;102 min;Horror Movies;138;When a wise-guy podcaster interviews a disabled seafarer, he decides to embark on a transformational quest to track down a dangerous walrus-monster.;/title/tt3099498/;53;43068; Tusk;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Jim Strouse;786;N/A;Movie;0;80171022;The Incredible Jessica James;Jim Strouse;1168;Jessica Williams, Chris O'Dowd, Lakeith Stanfield, Noël Wells, Taliyah Whitaker, Zabryna Guevara, Sarah Jones, Will Stephen, Susan Heyward, Megan Ketch;1618;United States;3;25569;2017;TV-MA;84 min;Comedies, Independent Movies, Romantic Movies;113;Burned by a bad breakup, a struggling New York City playwright makes an unlikely connection with a divorced app designer she meets on a blind date.;/title/tt5990342/;65;552; The Incredible Jessica James;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Hannah Fidell;787;N/A;Movie;0;80045922;6 Years;Hannah Fidell;12;Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly McMichael;383;United States;3;42225;2015;NR;80 min;Dramas, Independent Movies, Romantic Movies;114;As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.;/title/tt3799372/;56;10589; 6 Years;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Charlie McDowell;788;N/A;Movie;0;80115857;The Discovery;Charlie McDowell;718;Jason Segel, Rooney Mara, Robert Redford, Riley Keough, Jesse Plemons, Ron Canada;1175;United States;3;25569;2017;TV-MA;102 min;Dramas, Independent Movies, Romantic Movies;114;A scientist whose proof of an afterlife caused a rash of suicides forges ahead with his research, while his disapproving son falls for a troubled woman.;/title/tt5155780/;63;26388; The Discovery;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Charlie McDowell;788;N/A;Movie;0;70299863;The One I Love;Charlie McDowell;718;Mark Duplass, Elisabeth Moss, Ted Danson;1174;United States;3;25569;2014;R;91 min;Comedies, Dramas, Independent Movies;129;Confronted with the potential end of their marriage, Ethan and Sophie take off for a weekend together, hoping to negotiate their future.;/title/tt2756032/;71;32301; The One I Love;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;So Yong Kim;789;N/A;Movie;0;80098287;Lovesong;So Yong Kim;772;Jena Malone, Riley Keough, Brooklyn Decker, Amy Seimetz, Ryan Eggold, Rosanna Arquette, Cary Joji Fukunaga, Marshall Chapman, Neal Huff;1231;United States;3;25569;2016;TV-MA;84 min;Dramas, Independent Movies, Romantic Movies;114;Best friends Sarah and Mindy share an unexpected moment while on a road trip. Years later, the two struggle to reconnect before a wedding.;/title/tt4305148/;63;3601; Lovesong;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Clark Johnson;790;N/A;Movie;0;80184676;Juanita;Clark Johnson;843;Alfre Woodard, Adam Beach, LaTanya Richardson Jackson, Marcus Henderson, Blair Underwood, Ashlie Atkinson, Tsulan Cooper;1300;United States;3;43680;2019;TV-MA;90 min;Dramas, Independent Movies, Romantic Movies;114;Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana.;/title/tt6155456/;6;1786; Juanita;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Kees Van Oostrum;791;N/A;Movie;0;70294793;A Perfect Man;Kees Van Oostrum;1031;Liev Schreiber, Jeanne Tripplehorn, Joelle Carter, Louise Fletcher, Katie Carr, Renée Soutendijk, Huub Stapel, Michael Pas;1491;United States;3;43622;2013;R;94 min;Dramas, Independent Movies, Romantic Movies;114;Nina thinks her husband, James, is cheating on her, and she sets out to prove it by calling him and pretending to be another woman.;/title/tt2275471/;52;1856; A Perfect Man;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Kim Nguyen;792;N/A;Movie;0;80117082;Two Lovers and a Bear;Kim Nguyen;748;Dane DeHaan, Tatiana Maslany, Gordon Pinsent, John Ralston;1204;Canada;17;42771;2016;R;95 min;Dramas, Independent Movies, Romantic Movies;114;A troubled couple living near the North Pole begins a perilous journey south in an attempt to find peace and vanquish ghosts from the past.;/title/tt4412528/;61;1615; Two Lovers and a Bear;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Ian Samuels;793;N/A;Movie;0;80239639;Sierra Burgess Is A Loser;Ian Samuels;14;Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo, Loretta Devine, Giorgia Whigham, Alice Lee, Lea Thompson, Alan Ruck, Mary Pat Gleason, Chrissy Metz;385;United States;3;43290;2018;PG-13;106 min;Comedies, Romantic Movies;115;A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.;/title/tt3120280/;59;30674; Sierra Burgess Is a Loser;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Scott Hicks;794;N/A;Movie;0;70058017;No Reservations;Scott Hicks;350;Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson, Jenny Wade, Bob Balaban, Brían F. O'Byrne, Lily Rabe;759;United States;3;43475;2007;PG;104 min;Comedies, Romantic Movies;115;Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian.;/title/tt0481141/;63;68033; No Reservations;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Jim Field Smith;795;N/A;Movie;0;70117289;She's Out of My League;Jim Field Smith;512;Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel, Nate Torrence, Krysten Ritter, Geoff Stults, Lindsay Sloane, Andrew Daly, Jasika Nicole, Kyle Bornheimer;953;United States;3;25569;2010;R;105 min;Comedies, Romantic Movies;115;When average-guy Kirk starts dating drop-dead-gorgeous Molly, his friends don't see it lasting, so Kirk does everything he can to avoid losing Molly.;/title/tt0815236/;64;120133; She's Out of My League;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Nahnatchka Khan;796;N/A;Movie;0;80202874;Always Be My Maybe;Nahnatchka Khan;708;Ali Wong, Randall Park, James Saito, Michelle Buteau, Vivian Bang, Keanu Reeves, Susan Park, Daniel Dae Kim, Karan Soni, Charlyne Yi;1164;United States;3;25569;2019;PG-13;102 min;Comedies, Romantic Movies;115;Reunited after 15 years, famous chef Sasha and hometown musician Marcus feel the old sparks of attraction but struggle to adapt to each other's worlds.;/title/tt7374948/;68;37645; Always Be My Maybe;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;William Bindley;797;N/A;Movie;0;80999729;The Last Summer;William Bindley;720;K.J. Apa, Maia Mitchell, Tyler Posey, Jacob Latimore, Halston Sage, Wolfgang Novogratz, Sosie Bacon, Jacob McCarthy, Mario Revolori, Gage Golightly, Audrey Grace Marshall;1176;United States;3;43529;2019;TV-14;110 min;Comedies, Romantic Movies;115;Teens from a Chicago high school grapple with their dreams, relationships and identities in a transformative summer before they leave for college.;/title/tt7957694/;55;866; The Last Summer;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Alex Richanbach;798;N/A;Movie;0;80195049;Ibiza;Alex Richanbach;733;Gillian Jacobs, Vanessa Bayer, Phoebe Robinson, Richard Madden, Michaela Watkins, Félix Gómez;1190;United States;3;25569;2018;TV-MA;94 min;Comedies, Romantic Movies;115;When Harper is sent to Spain for an important work meeting, her hard-partying friends tag along and convince her to pursue a fling with a famous DJ.;/title/tt3685236/;52;13995; Ibiza;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Arthur Muhammad;799;N/A;Movie;0;81103108;First Impression;Arthur Muhammad;753;Lamman Rucker, Lisa Arrindell Anderson, Elise Neal, Kendrick Cross;1209;United States;3;25569;2018;TV-14;96 min;Comedies, Romantic Movies;115;Unaware they’ve matched online, a struggling writer embellishes his lifestyle to impress a successful exec with whom he sparks an unexpected romance.;/title/tt9203202/;53;78; First Impression;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Greg Coolidge;800;N/A;Movie;0;70051671;Employee of the Month;Greg Coolidge;864;Dane Cook, Jessica Simpson, Dax Shepard, Andy Dick, Tim Bagley, Brian George, Efren Ramirez, Marcello Thedford, Danny Woodburn, Harland Williams;1324;United States;3;25569;2006;PG-13;108 min;Comedies, Romantic Movies;115;Warehouse workers Vince and Zack compete in a full-on war to be named Employee of the Month and win a date with their dream girl.;/title/tt0424993/;55;42874; Employee of the Month;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Jared Stern;801;N/A;Movie;0;80143362;Happy Anniversary;Jared Stern;875;Noël Wells, Ben Schwartz, Joe Pantoliano, Annie Potts, Rahul Kohli, Kristin Bauer van Straten, David Walton, Leonardo Nam, Kate Berlant;1331;United States;3;25569;2018;TV-MA;78 min;Comedies, Romantic Movies;115;A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.;/title/tt6423886/;57;3301; Happy Anniversary;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Claire Scanlon;802;N/A;Movie;0;80184100;Set It Up;Claire Scanlon;1105;Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs, Meredith Hagner, Pete Davidson, Tituss Burgess;1557;United States;3;25569;2018;TV-14;106 min;Comedies, Romantic Movies;115;In desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love.;/title/tt5304992/;65;36121; Set It Up;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
3000;N/A;2002;Jason Priestley;803;N/A;Movie;0;70262831;Dear Santa;Jason Priestley;458;Amy Acker, David Haydn-Jones, Patrick Creery, Gina Holden, James Dugan, Margherita Donato, Brooklynn Proulx, James D. Hopkin, Bob Irvine;895;Canada;17;43566;2011;TV-PG;92 min;Comedies, Romantic Movies;115;Finding a letter mailed to Santa by a girl asking for a new wife for her daddy, twentysomething Crystal sets out to make the girl's wishes come true.;/title/tt1893218/;64;2386; Dear Santa;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
